block	round	hides	s1	s3
61	8	[20 13  5 24 19  3]	4	24
61	9	[20 13  5 24 19  3]	21	13
61	10	[20 13  5 24 19  3]	4	20
62	1	[10 18  0  8 16  4]	21	18
62	2	[10 18  0  8 16  4]	16	18
62	3	[10 18  0  8 16  4]	15	4
62	4	[10 18  0  8 16  4]	14	8
62	5	[10 18  0  8 16  4]	8	10
62	6	[10 18  0  8 16  4]	22	0
62	7	[10 18  0  8 16  4]	8	16
62	8	[10 18  0  8 16  4]	7	10
62	9	[10 18  0  8 16  4]	22	4
62	10	[10 18  0  8 16  4]	23	18
63	1	[ 2 24 16 18  5  0]	14	2
63	2	[ 2 24 16 18  5  0]	15	2
63	3	[ 2 24 16 18  5  0]	7	24
63	4	[ 2 24 16 18  5  0]	18	5
63	5	[ 2 24 16 18  5  0]	13	18
63	6	[ 2 24 16 18  5  0]	13	24
63	7	[ 2 24 16 18  5  0]	14	16
63	8	[ 2 24 16 18  5  0]	19	24
63	9	[ 2 24 16 18  5  0]	21	16
63	10	[ 2 24 16 18  5  0]	16	0
64	1	[18 12  7  9 19  0]	23	7
64	2	[18 12  7  9 19  0]	20	0
64	3	[18 12  7  9 19  0]	7	12
64	4	[18 12  7  9 19  0]	8	19
64	5	[18 12  7  9 19  0]	7	19
64	6	[18 12  7  9 19  0]	7	9
64	7	[18 12  7  9 19  0]	8	0
64	8	[18 12  7  9 19  0]	21	7
64	9	[18 12  7  9 19  0]	1	19
64	10	[18 12  7  9 19  0]	17	12
65	1	[18  9  3 10 15  8]	10	8
65	2	[18  9  3 10 15  8]	0	9
65	3	[18  9  3 10 15  8]	20	3
65	4	[18  9  3 10 15  8]	6	10
65	5	[18  9  3 10 15  8]	0	18
65	6	[18  9  3 10 15  8]	24	8
65	7	[18  9  3 10 15  8]	24	3
65	8	[18  9  3 10 15  8]	10	15
65	9	[18  9  3 10 15  8]	21	15
65	10	[18  9  3 10 15  8]	17	8
66	1	[20  8 21 17  0 12]	20	21
66	2	[20  8 21 17  0 12]	20	17
66	3	[20  8 21 17  0 12]	15	8
66	4	[20  8 21 17  0 12]	19	20
66	5	[20  8 21 17  0 12]	18	21
66	6	[20  8 21 17  0 12]	1	12
66	7	[20  8 21 17  0 12]	24	21
66	8	[20  8 21 17  0 12]	2	21
66	9	[20  8 21 17  0 12]	6	17
66	10	[20  8 21 17  0 12]	22	0
67	1	[10  7 14 16 19 21]	2	7
67	2	[10  7 14 16 19 21]	3	14
67	3	[10  7 14 16 19 21]	12	14
67	4	[10  7 14 16 19 21]	6	19
67	5	[10  7 14 16 19 21]	12	21
67	6	[10  7 14 16 19 21]	6	19
67	7	[10  7 14 16 19 21]	6	14
67	8	[10  7 14 16 19 21]	18	16
67	9	[10  7 14 16 19 21]	21	16
67	10	[10  7 14 16 19 21]	3	16
68	1	[ 3 14 18  4 15  9]	12	3
68	2	[ 3 14 18  4 15  9]	1	18
68	3	[ 3 14 18  4 15  9]	8	15
68	4	[ 3 14 18  4 15  9]	1	15
68	5	[ 3 14 18  4 15  9]	10	14
68	6	[ 3 14 18  4 15  9]	0	3
68	7	[ 3 14 18  4 15  9]	2	18
68	8	[ 3 14 18  4 15  9]	2	9
68	9	[ 3 14 18  4 15  9]	8	4
68	10	[ 3 14 18  4 15  9]	3	14
69	1	[19 15  6  4 13  7]	8	13
69	2	[19 15  6  4 13  7]	13	7
69	3	[19 15  6  4 13  7]	24	15
69	4	[19 15  6  4 13  7]	8	19
69	5	[19 15  6  4 13  7]	14	4
69	6	[19 15  6  4 13  7]	0	7
69	7	[19 15  6  4 13  7]	23	13
69	8	[19 15  6  4 13  7]	21	15
69	9	[19 15  6  4 13  7]	17	13
69	10	[19 15  6  4 13  7]	22	15
70	1	[11  0 10 20  2 22]	5	0
70	2	[11  0 10 20  2 22]	11	0
70	3	[11  0 10 20  2 22]	15	20
70	4	[11  0 10 20  2 22]	18	10
70	5	[11  0 10 20  2 22]	2	22
70	6	[11  0 10 20  2 22]	24	10
70	7	[11  0 10 20  2 22]	17	11
70	8	[11  0 10 20  2 22]	0	20
70	9	[11  0 10 20  2 22]	19	0
70	10	[11  0 10 20  2 22]	22	2
71	1	[ 3 20 12 24 14 17]	18	20
71	2	[ 3 20 12 24 14 17]	12	14
71	3	[ 3 20 12 24 14 17]	4	20
71	4	[ 3 20 12 24 14 17]	7	14
71	5	[ 3 20 12 24 14 17]	24	17
71	6	[ 3 20 12 24 14 17]	13	17
71	7	[ 3 20 12 24 14 17]	23	12
71	8	[ 3 20 12 24 14 17]	0	17
71	9	[ 3 20 12 24 14 17]	6	14
71	10	[ 3 20 12 24 14 17]	7	12
72	1	[12  4  6 19  1 14]	19	12
72	2	[12  4  6 19  1 14]	17	6
72	3	[12  4  6 19  1 14]	6	14
72	4	[12  4  6 19  1 14]	0	12
72	5	[12  4  6 19  1 14]	7	12
72	6	[12  4  6 19  1 14]	6	1
72	7	[12  4  6 19  1 14]	2	19
72	8	[12  4  6 19  1 14]	3	12
72	9	[12  4  6 19  1 14]	22	1
72	10	[12  4  6 19  1 14]	20	19
73	1	[ 7  8  6 10  2  4]	0	4
73	2	[ 7  8  6 10  2  4]	18	4
73	3	[ 7  8  6 10  2  4]	18	2
73	4	[ 7  8  6 10  2  4]	9	2
73	5	[ 7  8  6 10  2  4]	21	2
73	6	[ 7  8  6 10  2  4]	18	10
73	7	[ 7  8  6 10  2  4]	6	10
73	8	[ 7  8  6 10  2  4]	24	8
73	9	[ 7  8  6 10  2  4]	12	8
73	10	[ 7  8  6 10  2  4]	5	4
74	1	[ 8 24  6  2 22 14]	9	22
74	2	[ 8 24  6  2 22 14]	11	8
74	3	[ 8 24  6  2 22 14]	18	24
74	4	[ 8 24  6  2 22 14]	0	6
74	5	[ 8 24  6  2 22 14]	4	6
74	6	[ 8 24  6  2 22 14]	12	22
74	7	[ 8 24  6  2 22 14]	0	24
74	8	[ 8 24  6  2 22 14]	8	24
74	9	[ 8 24  6  2 22 14]	1	22
74	10	[ 8 24  6  2 22 14]	12	22
75	1	[22  8  0 11 24  2]	0	8
75	2	[22  8  0 11 24  2]	24	11
75	3	[22  8  0 11 24  2]	6	24
75	4	[22  8  0 11 24  2]	10	8
75	5	[22  8  0 11 24  2]	7	22
75	6	[22  8  0 11 24  2]	16	22
75	7	[22  8  0 11 24  2]	13	24
75	8	[22  8  0 11 24  2]	24	22
75	9	[22  8  0 11 24  2]	20	8
75	10	[22  8  0 11 24  2]	8	22
76	1	[23 17 11  6 12 14]	2	14
76	2	[23 17 11  6 12 14]	8	11
76	3	[23 17 11  6 12 14]	2	23
76	4	[23 17 11  6 12 14]	20	11
76	5	[23 17 11  6 12 14]	2	12
76	6	[23 17 11  6 12 14]	24	6
76	7	[23 17 11  6 12 14]	21	11
76	8	[23 17 11  6 12 14]	24	23
76	9	[23 17 11  6 12 14]	6	11
76	10	[23 17 11  6 12 14]	1	14
77	1	[ 7 12 19  2 10  0]	18	7
77	2	[ 7 12 19  2 10  0]	14	12
77	3	[ 7 12 19  2 10  0]	14	10
77	4	[ 7 12 19  2 10  0]	18	19
77	5	[ 7 12 19  2 10  0]	4	0
77	6	[ 7 12 19  2 10  0]	13	7
77	7	[ 7 12 19  2 10  0]	14	19
77	8	[ 7 12 19  2 10  0]	9	0
77	9	[ 7 12 19  2 10  0]	22	19
77	10	[ 7 12 19  2 10  0]	21	12
78	1	[ 7  4 20  2 14 21]	14	4
78	2	[ 7  4 20  2 14 21]	12	21
78	3	[ 7  4 20  2 14 21]	22	7
78	4	[ 7  4 20  2 14 21]	4	20
78	5	[ 7  4 20  2 14 21]	18	2
78	6	[ 7  4 20  2 14 21]	10	2
78	7	[ 7  4 20  2 14 21]	15	14
78	8	[ 7  4 20  2 14 21]	5	14
78	9	[ 7  4 20  2 14 21]	1	7
78	10	[ 7  4 20  2 14 21]	6	7
79	1	[ 0 22  3 11 21  9]	7	3
79	2	[ 0 22  3 11 21  9]	4	3
79	3	[ 0 22  3 11 21  9]	18	3
79	4	[ 0 22  3 11 21  9]	6	3
79	5	[ 0 22  3 11 21  9]	15	3
79	6	[ 0 22  3 11 21  9]	17	0
79	7	[ 0 22  3 11 21  9]	1	22
79	8	[ 0 22  3 11 21  9]	18	0
79	9	[ 0 22  3 11 21  9]	24	0
79	10	[ 0 22  3 11 21  9]	7	22
80	1	[22 10  8 20 14  5]	11	14
80	2	[22 10  8 20 14  5]	0	20
80	3	[22 10  8 20 14  5]	1	8
80	4	[22 10  8 20 14  5]	9	5
80	5	[22 10  8 20 14  5]	3	5
80	6	[22 10  8 20 14  5]	18	22
80	7	[22 10  8 20 14  5]	11	22
80	8	[22 10  8 20 14  5]	9	8
80	9	[22 10  8 20 14  5]	1	20
80	10	[22 10  8 20 14  5]	2	10
81	1	[ 3 23  7 10 21 22]	3	22
81	2	[ 3 23  7 10 21 22]	24	22
81	3	[ 3 23  7 10 21 22]	19	23
81	4	[ 3 23  7 10 21 22]	3	7
81	5	[ 3 23  7 10 21 22]	0	3
81	6	[ 3 23  7 10 21 22]	2	7
81	7	[ 3 23  7 10 21 22]	18	7
81	8	[ 3 23  7 10 21 22]	4	21
81	9	[ 3 23  7 10 21 22]	2	3
81	10	[ 3 23  7 10 21 22]	1	3
82	1	[ 8  2  6  3 12 23]	1	3
82	2	[ 8  2  6  3 12 23]	8	23
82	3	[ 8  2  6  3 12 23]	12	8
82	4	[ 8  2  6  3 12 23]	11	23
82	5	[ 8  2  6  3 12 23]	9	8
82	6	[ 8  2  6  3 12 23]	15	12
82	7	[ 8  2  6  3 12 23]	5	3
82	8	[ 8  2  6  3 12 23]	24	2
82	9	[ 8  2  6  3 12 23]	10	6
82	10	[ 8  2  6  3 12 23]	15	12
83	1	[15  1  3  7 17  4]	2	1
83	2	[15  1  3  7 17  4]	22	15
83	3	[15  1  3  7 17  4]	15	3
83	4	[15  1  3  7 17  4]	20	1
83	5	[15  1  3  7 17  4]	22	7
83	6	[15  1  3  7 17  4]	3	4
83	7	[15  1  3  7 17  4]	17	1
83	8	[15  1  3  7 17  4]	16	15
83	9	[15  1  3  7 17  4]	3	4
83	10	[15  1  3  7 17  4]	0	15
84	1	[ 0  2  8 14 10  7]	3	7
84	2	[ 0  2  8 14 10  7]	19	7
84	3	[ 0  2  8 14 10  7]	16	10
84	4	[ 0  2  8 14 10  7]	17	8
84	5	[ 0  2  8 14 10  7]	13	0
84	6	[ 0  2  8 14 10  7]	11	14
84	7	[ 0  2  8 14 10  7]	4	8
84	8	[ 0  2  8 14 10  7]	17	2
84	9	[ 0  2  8 14 10  7]	4	0
84	10	[ 0  2  8 14 10  7]	1	7
85	1	[ 4 11  3  6 23 19]	15	4
85	2	[ 4 11  3  6 23 19]	13	6
85	3	[ 4 11  3  6 23 19]	14	11
85	4	[ 4 11  3  6 23 19]	5	23
85	5	[ 4 11  3  6 23 19]	9	11
85	6	[ 4 11  3  6 23 19]	4	19
85	7	[ 4 11  3  6 23 19]	12	11
85	8	[ 4 11  3  6 23 19]	15	19
85	9	[ 4 11  3  6 23 19]	2	19
85	10	[ 4 11  3  6 23 19]	2	19
86	1	[23 22 13  4 15  7]	10	4
86	2	[23 22 13  4 15  7]	10	23
86	3	[23 22 13  4 15  7]	13	4
86	4	[23 22 13  4 15  7]	9	7
86	5	[23 22 13  4 15  7]	24	15
86	6	[23 22 13  4 15  7]	18	13
86	7	[23 22 13  4 15  7]	14	22
86	8	[23 22 13  4 15  7]	13	23
86	9	[23 22 13  4 15  7]	23	7
86	10	[23 22 13  4 15  7]	18	22
87	1	[17  6  7 11 24 13]	5	11
87	2	[17  6  7 11 24 13]	7	24
87	3	[17  6  7 11 24 13]	0	13
87	4	[17  6  7 11 24 13]	21	24
87	5	[17  6  7 11 24 13]	0	17
87	6	[17  6  7 11 24 13]	24	17
87	7	[17  6  7 11 24 13]	4	13
87	8	[17  6  7 11 24 13]	1	11
87	9	[17  6  7 11 24 13]	14	7
87	10	[17  6  7 11 24 13]	24	17
88	1	[12 13  5 22 21  7]	11	21
88	2	[12 13  5 22 21  7]	23	22
88	3	[12 13  5 22 21  7]	17	22
88	4	[12 13  5 22 21  7]	15	5
88	5	[12 13  5 22 21  7]	3	7
88	6	[12 13  5 22 21  7]	3	7
88	7	[12 13  5 22 21  7]	10	12
88	8	[12 13  5 22 21  7]	13	22
88	9	[12 13  5 22 21  7]	0	12
88	10	[12 13  5 22 21  7]	9	13
89	1	[13 24  4 19  7 12]	10	19
89	2	[13 24  4 19  7 12]	10	24
89	3	[13 24  4 19  7 12]	21	13
89	4	[13 24  4 19  7 12]	14	19
89	5	[13 24  4 19  7 12]	1	13
89	6	[13 24  4 19  7 12]	14	7
89	7	[13 24  4 19  7 12]	20	7
89	8	[13 24  4 19  7 12]	4	19
89	9	[13 24  4 19  7 12]	9	19
89	10	[13 24  4 19  7 12]	3	4
90	1	[16 21 15 22 10 17]	11	21
90	2	[16 21 15 22 10 17]	13	21
90	3	[16 21 15 22 10 17]	19	16
90	4	[16 21 15 22 10 17]	12	10
90	5	[16 21 15 22 10 17]	18	21
90	6	[16 21 15 22 10 17]	13	21
90	7	[16 21 15 22 10 17]	11	16
90	8	[16 21 15 22 10 17]	12	22
90	9	[16 21 15 22 10 17]	8	21
90	10	[16 21 15 22 10 17]	24	15
91	1	[ 5  4 22  2  1  9]	8	9
91	2	[ 5  4 22  2  1  9]	3	5
91	3	[ 5  4 22  2  1  9]	13	2
91	4	[ 5  4 22  2  1  9]	20	4
91	5	[ 5  4 22  2  1  9]	20	1
91	6	[ 5  4 22  2  1  9]	18	9
91	7	[ 5  4 22  2  1  9]	3	22
91	8	[ 5  4 22  2  1  9]	17	9
91	9	[ 5  4 22  2  1  9]	6	22
91	10	[ 5  4 22  2  1  9]	5	9
92	1	[19 14 18  7  9 24]	11	18
92	2	[19 14 18  7  9 24]	0	19
92	3	[19 14 18  7  9 24]	1	24
92	4	[19 14 18  7  9 24]	6	18
92	5	[19 14 18  7  9 24]	19	14
92	6	[19 14 18  7  9 24]	19	18
92	7	[19 14 18  7  9 24]	5	9
92	8	[19 14 18  7  9 24]	16	14
92	9	[19 14 18  7  9 24]	24	7
92	10	[19 14 18  7  9 24]	20	19
93	1	[12 17  6 10  9 11]	9	10
93	2	[12 17  6 10  9 11]	5	17
93	3	[12 17  6 10  9 11]	14	10
93	4	[12 17  6 10  9 11]	8	6
93	5	[12 17  6 10  9 11]	3	12
93	6	[12 17  6 10  9 11]	16	9
93	7	[12 17  6 10  9 11]	24	12
93	8	[12 17  6 10  9 11]	6	9
93	9	[12 17  6 10  9 11]	23	9
93	10	[12 17  6 10  9 11]	23	10
94	1	[16 20  1 14  0  2]	20	2
94	2	[16 20  1 14  0  2]	22	2
94	3	[16 20  1 14  0  2]	16	14
94	4	[16 20  1 14  0  2]	11	0
94	5	[16 20  1 14  0  2]	16	1
94	6	[16 20  1 14  0  2]	22	20
94	7	[16 20  1 14  0  2]	12	20
94	8	[16 20  1 14  0  2]	8	2
94	9	[16 20  1 14  0  2]	9	14
94	10	[16 20  1 14  0  2]	8	0
95	1	[17  7 22  2  3  5]	15	22
95	2	[17  7 22  2  3  5]	13	2
95	3	[17  7 22  2  3  5]	14	17
95	4	[17  7 22  2  3  5]	7	17
95	5	[17  7 22  2  3  5]	4	5
95	6	[17  7 22  2  3  5]	5	7
95	7	[17  7 22  2  3  5]	14	22
95	8	[17  7 22  2  3  5]	21	2
95	9	[17  7 22  2  3  5]	2	3
95	10	[17  7 22  2  3  5]	9	7
96	1	[18  7 14 19  8  4]	6	14
96	2	[18  7 14 19  8  4]	1	19
96	3	[18  7 14 19  8  4]	1	18
96	4	[18  7 14 19  8  4]	15	4
96	5	[18  7 14 19  8  4]	13	8
96	6	[18  7 14 19  8  4]	19	8
96	7	[18  7 14 19  8  4]	8	14
96	8	[18  7 14 19  8  4]	3	4
96	9	[18  7 14 19  8  4]	22	8
96	10	[18  7 14 19  8  4]	17	14
97	1	[ 3 17 20  1 12 14]	4	14
97	2	[ 3 17 20  1 12 14]	9	14
97	3	[ 3 17 20  1 12 14]	5	14
97	4	[ 3 17 20  1 12 14]	11	1
97	5	[ 3 17 20  1 12 14]	3	1
97	6	[ 3 17 20  1 12 14]	6	14
97	7	[ 3 17 20  1 12 14]	9	1
97	8	[ 3 17 20  1 12 14]	8	1
97	9	[ 3 17 20  1 12 14]	14	12
97	10	[ 3 17 20  1 12 14]	3	12
98	1	[ 3 13  6 21 17 18]	21	17
98	2	[ 3 13  6 21 17 18]	23	21
98	3	[ 3 13  6 21 17 18]	22	3
98	4	[ 3 13  6 21 17 18]	24	21
98	5	[ 3 13  6 21 17 18]	15	13
98	6	[ 3 13  6 21 17 18]	17	3
98	7	[ 3 13  6 21 17 18]	3	6
98	8	[ 3 13  6 21 17 18]	2	17
98	9	[ 3 13  6 21 17 18]	7	6
98	10	[ 3 13  6 21 17 18]	8	18
99	1	[ 7  1 16 14  9  6]	5	9
99	2	[ 7  1 16 14  9  6]	17	14
99	3	[ 7  1 16 14  9  6]	19	6
99	4	[ 7  1 16 14  9  6]	12	7
99	5	[ 7  1 16 14  9  6]	24	9
99	6	[ 7  1 16 14  9  6]	4	6
99	7	[ 7  1 16 14  9  6]	6	9
99	8	[ 7  1 16 14  9  6]	20	16
99	9	[ 7  1 16 14  9  6]	10	14
99	10	[ 7  1 16 14  9  6]	0	14
