block	round	hides	s1	s3
60	6	[ 2 21 12  5 17 10]	10	21
60	7	[ 2 21 12  5 17 10]	21	2
60	8	[ 2 21 12  5 17 10]	13	10
60	9	[ 2 21 12  5 17 10]	16	5
60	10	[ 2 21 12  5 17 10]	2	10
61	1	[11 10 17  4  9 19]	24	11
61	2	[11 10 17  4  9 19]	13	10
61	3	[11 10 17  4  9 19]	5	9
61	4	[11 10 17  4  9 19]	9	4
61	5	[11 10 17  4  9 19]	15	4
61	6	[11 10 17  4  9 19]	1	11
61	7	[11 10 17  4  9 19]	19	9
61	8	[11 10 17  4  9 19]	15	4
61	9	[11 10 17  4  9 19]	15	10
61	10	[11 10 17  4  9 19]	16	9
62	1	[ 0  1 22  7 21  5]	1	7
62	2	[ 0  1 22  7 21  5]	21	0
62	3	[ 0  1 22  7 21  5]	13	22
62	4	[ 0  1 22  7 21  5]	17	0
62	5	[ 0  1 22  7 21  5]	16	1
62	6	[ 0  1 22  7 21  5]	12	5
62	7	[ 0  1 22  7 21  5]	21	1
62	8	[ 0  1 22  7 21  5]	11	7
62	9	[ 0  1 22  7 21  5]	23	5
62	10	[ 0  1 22  7 21  5]	11	5
63	1	[21  0 23  8 22 16]	16	0
63	2	[21  0 23  8 22 16]	17	0
63	3	[21  0 23  8 22 16]	1	8
63	4	[21  0 23  8 22 16]	22	8
63	5	[21  0 23  8 22 16]	0	21
63	6	[21  0 23  8 22 16]	10	0
63	7	[21  0 23  8 22 16]	10	8
63	8	[21  0 23  8 22 16]	11	23
63	9	[21  0 23  8 22 16]	4	16
63	10	[21  0 23  8 22 16]	14	16
64	1	[16  3 11 12  5  9]	0	5
64	2	[16  3 11 12  5  9]	23	16
64	3	[16  3 11 12  5  9]	13	11
64	4	[16  3 11 12  5  9]	19	5
64	5	[16  3 11 12  5  9]	2	11
64	6	[16  3 11 12  5  9]	3	12
64	7	[16  3 11 12  5  9]	7	9
64	8	[16  3 11 12  5  9]	13	11
64	9	[16  3 11 12  5  9]	8	5
64	10	[16  3 11 12  5  9]	2	5
65	1	[13 19 16  5  8 11]	14	8
65	2	[13 19 16  5  8 11]	13	19
65	3	[13 19 16  5  8 11]	17	13
65	4	[13 19 16  5  8 11]	9	11
65	5	[13 19 16  5  8 11]	5	11
65	6	[13 19 16  5  8 11]	20	5
65	7	[13 19 16  5  8 11]	5	13
65	8	[13 19 16  5  8 11]	8	16
65	9	[13 19 16  5  8 11]	15	8
65	10	[13 19 16  5  8 11]	2	8
66	1	[ 6  5  3 13 22  9]	9	6
66	2	[ 6  5  3 13 22  9]	14	9
66	3	[ 6  5  3 13 22  9]	7	13
66	4	[ 6  5  3 13 22  9]	2	6
66	5	[ 6  5  3 13 22  9]	10	6
66	6	[ 6  5  3 13 22  9]	0	9
66	7	[ 6  5  3 13 22  9]	2	3
66	8	[ 6  5  3 13 22  9]	2	13
66	9	[ 6  5  3 13 22  9]	9	13
66	10	[ 6  5  3 13 22  9]	10	13
67	1	[23 19  0  2  1 22]	21	23
67	2	[23 19  0  2  1 22]	5	19
67	3	[23 19  0  2  1 22]	21	19
67	4	[23 19  0  2  1 22]	7	2
67	5	[23 19  0  2  1 22]	3	23
67	6	[23 19  0  2  1 22]	10	22
67	7	[23 19  0  2  1 22]	7	22
67	8	[23 19  0  2  1 22]	5	2
67	9	[23 19  0  2  1 22]	0	2
67	10	[23 19  0  2  1 22]	20	0
68	1	[ 2 14 23 15 21  3]	3	15
68	2	[ 2 14 23 15 21  3]	2	3
68	3	[ 2 14 23 15 21  3]	8	15
68	4	[ 2 14 23 15 21  3]	24	3
68	5	[ 2 14 23 15 21  3]	22	15
68	6	[ 2 14 23 15 21  3]	23	15
68	7	[ 2 14 23 15 21  3]	21	23
68	8	[ 2 14 23 15 21  3]	19	23
68	9	[ 2 14 23 15 21  3]	20	21
68	10	[ 2 14 23 15 21  3]	15	21
69	1	[13 14 22  5  2 12]	2	22
69	2	[13 14 22  5  2 12]	18	14
69	3	[13 14 22  5  2 12]	10	5
69	4	[13 14 22  5  2 12]	9	2
69	5	[13 14 22  5  2 12]	7	5
69	6	[13 14 22  5  2 12]	6	12
69	7	[13 14 22  5  2 12]	12	22
69	8	[13 14 22  5  2 12]	14	12
69	9	[13 14 22  5  2 12]	22	2
69	10	[13 14 22  5  2 12]	12	14
70	1	[19 23 11  6 18  8]	6	18
70	2	[19 23 11  6 18  8]	13	11
70	3	[19 23 11  6 18  8]	7	6
70	4	[19 23 11  6 18  8]	3	23
70	5	[19 23 11  6 18  8]	9	11
70	6	[19 23 11  6 18  8]	4	23
70	7	[19 23 11  6 18  8]	8	6
70	8	[19 23 11  6 18  8]	6	18
70	9	[19 23 11  6 18  8]	5	11
70	10	[19 23 11  6 18  8]	6	23
71	1	[16  8  4  7 20 10]	17	4
71	2	[16  8  4  7 20 10]	3	20
71	3	[16  8  4  7 20 10]	18	16
71	4	[16  8  4  7 20 10]	0	16
71	5	[16  8  4  7 20 10]	13	8
71	6	[16  8  4  7 20 10]	5	20
71	7	[16  8  4  7 20 10]	6	7
71	8	[16  8  4  7 20 10]	10	4
71	9	[16  8  4  7 20 10]	12	20
71	10	[16  8  4  7 20 10]	24	8
72	1	[20 24  6  2 18 15]	2	6
72	2	[20 24  6  2 18 15]	17	24
72	3	[20 24  6  2 18 15]	5	20
72	4	[20 24  6  2 18 15]	3	18
72	5	[20 24  6  2 18 15]	19	18
72	6	[20 24  6  2 18 15]	23	2
72	7	[20 24  6  2 18 15]	24	18
72	8	[20 24  6  2 18 15]	3	6
72	9	[20 24  6  2 18 15]	15	6
72	10	[20 24  6  2 18 15]	14	15
73	1	[ 1 20 13 23  3  9]	0	1
73	2	[ 1 20 13 23  3  9]	4	20
73	3	[ 1 20 13 23  3  9]	11	13
73	4	[ 1 20 13 23  3  9]	12	9
73	5	[ 1 20 13 23  3  9]	24	23
73	6	[ 1 20 13 23  3  9]	18	23
73	7	[ 1 20 13 23  3  9]	7	20
73	8	[ 1 20 13 23  3  9]	11	20
73	9	[ 1 20 13 23  3  9]	10	20
73	10	[ 1 20 13 23  3  9]	11	20
74	1	[ 2  5  0 19 22 17]	13	0
74	2	[ 2  5  0 19 22 17]	7	2
74	3	[ 2  5  0 19 22 17]	4	22
74	4	[ 2  5  0 19 22 17]	0	22
74	5	[ 2  5  0 19 22 17]	13	2
74	6	[ 2  5  0 19 22 17]	3	2
74	7	[ 2  5  0 19 22 17]	8	5
74	8	[ 2  5  0 19 22 17]	2	17
74	9	[ 2  5  0 19 22 17]	1	2
74	10	[ 2  5  0 19 22 17]	14	19
75	1	[10  1 22  9 15  0]	23	22
75	2	[10  1 22  9 15  0]	3	22
75	3	[10  1 22  9 15  0]	11	15
75	4	[10  1 22  9 15  0]	18	10
75	5	[10  1 22  9 15  0]	19	15
75	6	[10  1 22  9 15  0]	9	1
75	7	[10  1 22  9 15  0]	4	9
75	8	[10  1 22  9 15  0]	16	1
75	9	[10  1 22  9 15  0]	24	15
75	10	[10  1 22  9 15  0]	14	1
76	1	[21 10 19 11 15 18]	3	15
76	2	[21 10 19 11 15 18]	3	19
76	3	[21 10 19 11 15 18]	19	11
76	4	[21 10 19 11 15 18]	17	21
76	5	[21 10 19 11 15 18]	5	10
76	6	[21 10 19 11 15 18]	23	11
76	7	[21 10 19 11 15 18]	0	21
76	8	[21 10 19 11 15 18]	14	19
76	9	[21 10 19 11 15 18]	17	18
76	10	[21 10 19 11 15 18]	9	19
77	1	[20  8 18 11 24  3]	9	11
77	2	[20  8 18 11 24  3]	3	8
77	3	[20  8 18 11 24  3]	22	8
77	4	[20  8 18 11 24  3]	11	3
77	5	[20  8 18 11 24  3]	6	11
77	6	[20  8 18 11 24  3]	14	18
77	7	[20  8 18 11 24  3]	22	24
77	8	[20  8 18 11 24  3]	5	11
77	9	[20  8 18 11 24  3]	23	18
77	10	[20  8 18 11 24  3]	16	8
78	1	[ 3 15 13 19 10  0]	22	10
78	2	[ 3 15 13 19 10  0]	18	13
78	3	[ 3 15 13 19 10  0]	10	19
78	4	[ 3 15 13 19 10  0]	7	15
78	5	[ 3 15 13 19 10  0]	7	13
78	6	[ 3 15 13 19 10  0]	2	15
78	7	[ 3 15 13 19 10  0]	1	0
78	8	[ 3 15 13 19 10  0]	15	10
78	9	[ 3 15 13 19 10  0]	18	19
78	10	[ 3 15 13 19 10  0]	23	10
79	1	[ 9 16 19  5  8 15]	21	16
79	2	[ 9 16 19  5  8 15]	13	15
79	3	[ 9 16 19  5  8 15]	15	5
79	4	[ 9 16 19  5  8 15]	13	8
79	5	[ 9 16 19  5  8 15]	18	8
79	6	[ 9 16 19  5  8 15]	20	5
79	7	[ 9 16 19  5  8 15]	1	19
79	8	[ 9 16 19  5  8 15]	11	5
79	9	[ 9 16 19  5  8 15]	10	16
79	10	[ 9 16 19  5  8 15]	15	8
80	1	[13  7 23  8 19 15]	23	15
80	2	[13  7 23  8 19 15]	11	13
80	3	[13  7 23  8 19 15]	18	23
80	4	[13  7 23  8 19 15]	15	8
80	5	[13  7 23  8 19 15]	1	13
80	6	[13  7 23  8 19 15]	22	7
80	7	[13  7 23  8 19 15]	17	8
80	8	[13  7 23  8 19 15]	5	19
80	9	[13  7 23  8 19 15]	10	7
80	10	[13  7 23  8 19 15]	9	7
81	1	[21 17 24  9 14 22]	24	21
81	2	[21 17 24  9 14 22]	5	22
81	3	[21 17 24  9 14 22]	23	24
81	4	[21 17 24  9 14 22]	19	24
81	5	[21 17 24  9 14 22]	20	22
81	6	[21 17 24  9 14 22]	4	9
81	7	[21 17 24  9 14 22]	11	22
81	8	[21 17 24  9 14 22]	14	17
81	9	[21 17 24  9 14 22]	12	22
81	10	[21 17 24  9 14 22]	8	24
82	1	[ 7 21  6 14 18 12]	12	6
82	2	[ 7 21  6 14 18 12]	22	12
82	3	[ 7 21  6 14 18 12]	0	21
82	4	[ 7 21  6 14 18 12]	18	14
82	5	[ 7 21  6 14 18 12]	5	14
82	6	[ 7 21  6 14 18 12]	14	6
82	7	[ 7 21  6 14 18 12]	13	14
82	8	[ 7 21  6 14 18 12]	13	6
82	9	[ 7 21  6 14 18 12]	4	14
82	10	[ 7 21  6 14 18 12]	14	18
83	1	[ 4  8  2 24 23  9]	3	4
83	2	[ 4  8  2 24 23  9]	19	24
83	3	[ 4  8  2 24 23  9]	16	4
83	4	[ 4  8  2 24 23  9]	23	4
83	5	[ 4  8  2 24 23  9]	20	24
83	6	[ 4  8  2 24 23  9]	11	9
83	7	[ 4  8  2 24 23  9]	1	2
83	8	[ 4  8  2 24 23  9]	6	23
83	9	[ 4  8  2 24 23  9]	21	8
83	10	[ 4  8  2 24 23  9]	14	23
84	1	[ 3  0  4 11 12 21]	19	11
84	2	[ 3  0  4 11 12 21]	23	21
84	3	[ 3  0  4 11 12 21]	18	0
84	4	[ 3  0  4 11 12 21]	23	4
84	5	[ 3  0  4 11 12 21]	8	21
84	6	[ 3  0  4 11 12 21]	14	0
84	7	[ 3  0  4 11 12 21]	7	12
84	8	[ 3  0  4 11 12 21]	20	3
84	9	[ 3  0  4 11 12 21]	7	21
84	10	[ 3  0  4 11 12 21]	22	21
85	1	[ 6 10  1 24  2  7]	1	7
85	2	[ 6 10  1 24  2  7]	22	24
85	3	[ 6 10  1 24  2  7]	6	1
85	4	[ 6 10  1 24  2  7]	8	2
85	5	[ 6 10  1 24  2  7]	19	6
85	6	[ 6 10  1 24  2  7]	3	7
85	7	[ 6 10  1 24  2  7]	15	6
85	8	[ 6 10  1 24  2  7]	4	6
85	9	[ 6 10  1 24  2  7]	1	6
85	10	[ 6 10  1 24  2  7]	19	1
86	1	[18 12 11 20  6  5]	23	11
86	2	[18 12 11 20  6  5]	12	6
86	3	[18 12 11 20  6  5]	5	6
86	4	[18 12 11 20  6  5]	4	5
86	5	[18 12 11 20  6  5]	23	12
86	6	[18 12 11 20  6  5]	4	18
86	7	[18 12 11 20  6  5]	15	12
86	8	[18 12 11 20  6  5]	1	12
86	9	[18 12 11 20  6  5]	17	18
86	10	[18 12 11 20  6  5]	20	12
87	1	[21 19  9 17 23  2]	5	17
87	2	[21 19  9 17 23  2]	13	23
87	3	[21 19  9 17 23  2]	2	9
87	4	[21 19  9 17 23  2]	22	9
87	5	[21 19  9 17 23  2]	22	9
87	6	[21 19  9 17 23  2]	22	19
87	7	[21 19  9 17 23  2]	17	9
87	8	[21 19  9 17 23  2]	17	21
87	9	[21 19  9 17 23  2]	2	19
87	10	[21 19  9 17 23  2]	14	23
88	1	[21  9 20  5 22  1]	6	9
88	2	[21  9 20  5 22  1]	22	5
88	3	[21  9 20  5 22  1]	14	1
88	4	[21  9 20  5 22  1]	9	22
88	5	[21  9 20  5 22  1]	13	21
88	6	[21  9 20  5 22  1]	14	5
88	7	[21  9 20  5 22  1]	13	22
88	8	[21  9 20  5 22  1]	7	9
88	9	[21  9 20  5 22  1]	16	9
88	10	[21  9 20  5 22  1]	22	5
89	1	[ 2  9  5 13  8  1]	8	5
89	2	[ 2  9  5 13  8  1]	0	9
89	3	[ 2  9  5 13  8  1]	4	2
89	4	[ 2  9  5 13  8  1]	12	8
89	5	[ 2  9  5 13  8  1]	17	13
89	6	[ 2  9  5 13  8  1]	14	13
89	7	[ 2  9  5 13  8  1]	9	8
89	8	[ 2  9  5 13  8  1]	21	5
89	9	[ 2  9  5 13  8  1]	18	13
89	10	[ 2  9  5 13  8  1]	19	2
90	1	[12  3  5 11 22  0]	17	12
90	2	[12  3  5 11 22  0]	1	12
90	3	[12  3  5 11 22  0]	3	12
90	4	[12  3  5 11 22  0]	8	11
90	5	[12  3  5 11 22  0]	11	5
90	6	[12  3  5 11 22  0]	18	11
90	7	[12  3  5 11 22  0]	16	3
90	8	[12  3  5 11 22  0]	2	11
90	9	[12  3  5 11 22  0]	12	22
90	10	[12  3  5 11 22  0]	22	5
91	1	[13  4  0 21 24  8]	5	21
91	2	[13  4  0 21 24  8]	1	21
91	3	[13  4  0 21 24  8]	1	8
91	4	[13  4  0 21 24  8]	7	4
91	5	[13  4  0 21 24  8]	11	13
91	6	[13  4  0 21 24  8]	16	8
91	7	[13  4  0 21 24  8]	13	24
91	8	[13  4  0 21 24  8]	14	24
91	9	[13  4  0 21 24  8]	14	13
91	10	[13  4  0 21 24  8]	20	0
92	1	[ 0 20 19 10 13  9]	15	19
92	2	[ 0 20 19 10 13  9]	21	19
92	3	[ 0 20 19 10 13  9]	9	10
92	4	[ 0 20 19 10 13  9]	7	10
92	5	[ 0 20 19 10 13  9]	0	19
92	6	[ 0 20 19 10 13  9]	17	10
92	7	[ 0 20 19 10 13  9]	9	13
92	8	[ 0 20 19 10 13  9]	2	20
92	9	[ 0 20 19 10 13  9]	21	9
92	10	[ 0 20 19 10 13  9]	20	0
93	1	[18 15  3  5  8 16]	16	5
93	2	[18 15  3  5  8 16]	15	5
93	3	[18 15  3  5  8 16]	5	16
93	4	[18 15  3  5  8 16]	17	8
93	5	[18 15  3  5  8 16]	12	18
93	6	[18 15  3  5  8 16]	22	15
93	7	[18 15  3  5  8 16]	20	16
93	8	[18 15  3  5  8 16]	5	8
93	9	[18 15  3  5  8 16]	2	8
93	10	[18 15  3  5  8 16]	8	5
94	1	[ 9  1 16 21  2  5]	22	21
94	2	[ 9  1 16 21  2  5]	11	5
94	3	[ 9  1 16 21  2  5]	19	1
94	4	[ 9  1 16 21  2  5]	8	21
94	5	[ 9  1 16 21  2  5]	13	1
94	6	[ 9  1 16 21  2  5]	24	21
94	7	[ 9  1 16 21  2  5]	3	1
94	8	[ 9  1 16 21  2  5]	14	21
94	9	[ 9  1 16 21  2  5]	20	21
94	10	[ 9  1 16 21  2  5]	3	9
95	1	[13 11 12 18  0 14]	14	18
95	2	[13 11 12 18  0 14]	0	11
95	3	[13 11 12 18  0 14]	18	14
95	4	[13 11 12 18  0 14]	8	14
95	5	[13 11 12 18  0 14]	11	0
95	6	[13 11 12 18  0 14]	18	14
95	7	[13 11 12 18  0 14]	2	0
95	8	[13 11 12 18  0 14]	13	14
95	9	[13 11 12 18  0 14]	20	12
95	10	[13 11 12 18  0 14]	0	18
96	1	[ 2 23 21  5 20  3]	14	23
96	2	[ 2 23 21  5 20  3]	14	20
96	3	[ 2 23 21  5 20  3]	19	3
96	4	[ 2 23 21  5 20  3]	11	5
96	5	[ 2 23 21  5 20  3]	8	21
96	6	[ 2 23 21  5 20  3]	17	3
96	7	[ 2 23 21  5 20  3]	10	2
96	8	[ 2 23 21  5 20  3]	18	3
96	9	[ 2 23 21  5 20  3]	6	21
96	10	[ 2 23 21  5 20  3]	4	2
97	1	[ 5 18  2 10 16 13]	18	16
97	2	[ 5 18  2 10 16 13]	0	18
97	3	[ 5 18  2 10 16 13]	23	18
97	4	[ 5 18  2 10 16 13]	17	18
97	5	[ 5 18  2 10 16 13]	15	16
97	6	[ 5 18  2 10 16 13]	12	2
97	7	[ 5 18  2 10 16 13]	4	10
97	8	[ 5 18  2 10 16 13]	6	13
97	9	[ 5 18  2 10 16 13]	19	10
97	10	[ 5 18  2 10 16 13]	8	18
98	1	[ 8 22  5 17 21  6]	24	22
98	2	[ 8 22  5 17 21  6]	5	6
98	3	[ 8 22  5 17 21  6]	13	6
98	4	[ 8 22  5 17 21  6]	0	17
98	5	[ 8 22  5 17 21  6]	16	8
98	6	[ 8 22  5 17 21  6]	20	8
98	7	[ 8 22  5 17 21  6]	4	6
98	8	[ 8 22  5 17 21  6]	17	21
98	9	[ 8 22  5 17 21  6]	17	22
98	10	[ 8 22  5 17 21  6]	2	21
99	1	[14 12  6  3  0 15]	12	15
99	2	[14 12  6  3  0 15]	8	0
99	3	[14 12  6  3  0 15]	0	14
99	4	[14 12  6  3  0 15]	7	15
99	5	[14 12  6  3  0 15]	18	3
99	6	[14 12  6  3  0 15]	18	14
99	7	[14 12  6  3  0 15]	9	3
99	8	[14 12  6  3  0 15]	4	3
99	9	[14 12  6  3  0 15]	11	12
99	10	[14 12  6  3  0 15]	12	0
