block	round	hides	s1	s3
60	8	[11  8  1 24 18 15]	24	18
60	9	[11  8  1 24 18 15]	7	15
60	10	[11  8  1 24 18 15]	9	24
61	1	[11  9 10 12 17  2]	20	10
61	2	[11  9 10 12 17  2]	2	10
61	3	[11  9 10 12 17  2]	6	17
61	4	[11  9 10 12 17  2]	17	2
61	5	[11  9 10 12 17  2]	4	17
61	6	[11  9 10 12 17  2]	4	2
61	7	[11  9 10 12 17  2]	0	2
61	8	[11  9 10 12 17  2]	6	2
61	9	[11  9 10 12 17  2]	13	11
61	10	[11  9 10 12 17  2]	8	11
62	1	[ 2 10 15  6 13  8]	22	6
62	2	[ 2 10 15  6 13  8]	10	13
62	3	[ 2 10 15  6 13  8]	4	15
62	4	[ 2 10 15  6 13  8]	5	15
62	5	[ 2 10 15  6 13  8]	4	10
62	6	[ 2 10 15  6 13  8]	22	10
62	7	[ 2 10 15  6 13  8]	7	2
62	8	[ 2 10 15  6 13  8]	0	13
62	9	[ 2 10 15  6 13  8]	14	8
62	10	[ 2 10 15  6 13  8]	24	13
63	1	[23  5 14  0  7 22]	21	22
63	2	[23  5 14  0  7 22]	9	0
63	3	[23  5 14  0  7 22]	4	0
63	4	[23  5 14  0  7 22]	5	22
63	5	[23  5 14  0  7 22]	20	22
63	6	[23  5 14  0  7 22]	22	14
63	7	[23  5 14  0  7 22]	19	5
63	8	[23  5 14  0  7 22]	3	0
63	9	[23  5 14  0  7 22]	10	5
63	10	[23  5 14  0  7 22]	16	23
64	1	[ 1 11 18  2 20 19]	2	1
64	2	[ 1 11 18  2 20 19]	22	20
64	3	[ 1 11 18  2 20 19]	17	19
64	4	[ 1 11 18  2 20 19]	15	19
64	5	[ 1 11 18  2 20 19]	16	11
64	6	[ 1 11 18  2 20 19]	12	20
64	7	[ 1 11 18  2 20 19]	10	1
64	8	[ 1 11 18  2 20 19]	14	1
64	9	[ 1 11 18  2 20 19]	0	19
64	10	[ 1 11 18  2 20 19]	13	2
65	1	[ 5 14 16 20 15 21]	4	21
65	2	[ 5 14 16 20 15 21]	17	20
65	3	[ 5 14 16 20 15 21]	1	16
65	4	[ 5 14 16 20 15 21]	24	5
65	5	[ 5 14 16 20 15 21]	24	15
65	6	[ 5 14 16 20 15 21]	2	20
65	7	[ 5 14 16 20 15 21]	11	21
65	8	[ 5 14 16 20 15 21]	17	15
65	9	[ 5 14 16 20 15 21]	10	20
65	10	[ 5 14 16 20 15 21]	17	16
66	1	[23  6 19 22 10  0]	8	6
66	2	[23  6 19 22 10  0]	17	23
66	3	[23  6 19 22 10  0]	1	6
66	4	[23  6 19 22 10  0]	17	10
66	5	[23  6 19 22 10  0]	11	23
66	6	[23  6 19 22 10  0]	21	22
66	7	[23  6 19 22 10  0]	21	6
66	8	[23  6 19 22 10  0]	10	6
66	9	[23  6 19 22 10  0]	1	10
66	10	[23  6 19 22 10  0]	21	23
67	1	[ 1  8  0 12  3 14]	12	1
67	2	[ 1  8  0 12  3 14]	23	8
67	3	[ 1  8  0 12  3 14]	13	1
67	4	[ 1  8  0 12  3 14]	24	12
67	5	[ 1  8  0 12  3 14]	16	14
67	6	[ 1  8  0 12  3 14]	16	14
67	7	[ 1  8  0 12  3 14]	18	12
67	8	[ 1  8  0 12  3 14]	23	0
67	9	[ 1  8  0 12  3 14]	22	8
67	10	[ 1  8  0 12  3 14]	17	8
68	1	[21 18  5 15 22 11]	23	21
68	2	[21 18  5 15 22 11]	17	11
68	3	[21 18  5 15 22 11]	5	22
68	4	[21 18  5 15 22 11]	12	21
68	5	[21 18  5 15 22 11]	10	11
68	6	[21 18  5 15 22 11]	18	21
68	7	[21 18  5 15 22 11]	17	11
68	8	[21 18  5 15 22 11]	18	11
68	9	[21 18  5 15 22 11]	3	22
68	10	[21 18  5 15 22 11]	7	18
69	1	[23 18  7 20  9 16]	24	23
69	2	[23 18  7 20  9 16]	0	18
69	3	[23 18  7 20  9 16]	2	9
69	4	[23 18  7 20  9 16]	6	23
69	5	[23 18  7 20  9 16]	9	20
69	6	[23 18  7 20  9 16]	17	23
69	7	[23 18  7 20  9 16]	3	23
69	8	[23 18  7 20  9 16]	21	23
69	9	[23 18  7 20  9 16]	3	16
69	10	[23 18  7 20  9 16]	11	20
70	1	[10 19  1 11 13  4]	2	1
70	2	[10 19  1 11 13  4]	8	4
70	3	[10 19  1 11 13  4]	3	11
70	4	[10 19  1 11 13  4]	1	13
70	5	[10 19  1 11 13  4]	19	1
70	6	[10 19  1 11 13  4]	13	1
70	7	[10 19  1 11 13  4]	3	13
70	8	[10 19  1 11 13  4]	9	1
70	9	[10 19  1 11 13  4]	5	10
70	10	[10 19  1 11 13  4]	12	13
71	1	[18 13  9 16 24  2]	22	13
71	2	[18 13  9 16 24  2]	14	2
71	3	[18 13  9 16 24  2]	2	24
71	4	[18 13  9 16 24  2]	7	13
71	5	[18 13  9 16 24  2]	1	16
71	6	[18 13  9 16 24  2]	7	9
71	7	[18 13  9 16 24  2]	9	2
71	8	[18 13  9 16 24  2]	16	13
71	9	[18 13  9 16 24  2]	0	16
71	10	[18 13  9 16 24  2]	11	18
72	1	[22 17 20  6 13  1]	0	22
72	2	[22 17 20  6 13  1]	0	17
72	3	[22 17 20  6 13  1]	17	1
72	4	[22 17 20  6 13  1]	10	1
72	5	[22 17 20  6 13  1]	14	20
72	6	[22 17 20  6 13  1]	21	17
72	7	[22 17 20  6 13  1]	8	17
72	8	[22 17 20  6 13  1]	4	17
72	9	[22 17 20  6 13  1]	9	1
72	10	[22 17 20  6 13  1]	7	6
73	1	[23  0 24 18 16 10]	13	10
73	2	[23  0 24 18 16 10]	4	0
73	3	[23  0 24 18 16 10]	2	18
73	4	[23  0 24 18 16 10]	19	18
73	5	[23  0 24 18 16 10]	24	18
73	6	[23  0 24 18 16 10]	22	23
73	7	[23  0 24 18 16 10]	17	10
73	8	[23  0 24 18 16 10]	6	16
73	9	[23  0 24 18 16 10]	9	10
73	10	[23  0 24 18 16 10]	16	23
74	1	[ 2  4 21 19 20 11]	12	21
74	2	[ 2  4 21 19 20 11]	1	4
74	3	[ 2  4 21 19 20 11]	20	21
74	4	[ 2  4 21 19 20 11]	18	20
74	5	[ 2  4 21 19 20 11]	20	4
74	6	[ 2  4 21 19 20 11]	20	21
74	7	[ 2  4 21 19 20 11]	24	20
74	8	[ 2  4 21 19 20 11]	19	20
74	9	[ 2  4 21 19 20 11]	4	20
74	10	[ 2  4 21 19 20 11]	11	21
75	1	[ 3 23  2  8 20 12]	14	23
75	2	[ 3 23  2  8 20 12]	1	20
75	3	[ 3 23  2  8 20 12]	12	8
75	4	[ 3 23  2  8 20 12]	5	2
75	5	[ 3 23  2  8 20 12]	21	23
75	6	[ 3 23  2  8 20 12]	24	8
75	7	[ 3 23  2  8 20 12]	7	2
75	8	[ 3 23  2  8 20 12]	21	20
75	9	[ 3 23  2  8 20 12]	21	20
75	10	[ 3 23  2  8 20 12]	1	8
76	1	[13 19 17 14  1  6]	12	17
76	2	[13 19 17 14  1  6]	3	6
76	3	[13 19 17 14  1  6]	14	13
76	4	[13 19 17 14  1  6]	9	17
76	5	[13 19 17 14  1  6]	10	14
76	6	[13 19 17 14  1  6]	17	6
76	7	[13 19 17 14  1  6]	3	6
76	8	[13 19 17 14  1  6]	16	14
76	9	[13 19 17 14  1  6]	20	1
76	10	[13 19 17 14  1  6]	10	6
77	1	[18 23  9 20  3 22]	10	23
77	2	[18 23  9 20  3 22]	12	20
77	3	[18 23  9 20  3 22]	24	20
77	4	[18 23  9 20  3 22]	9	3
77	5	[18 23  9 20  3 22]	6	3
77	6	[18 23  9 20  3 22]	13	18
77	7	[18 23  9 20  3 22]	1	20
77	8	[18 23  9 20  3 22]	6	3
77	9	[18 23  9 20  3 22]	8	20
77	10	[18 23  9 20  3 22]	19	20
78	1	[12 24  7  3 23  1]	17	23
78	2	[12 24  7  3 23  1]	3	23
78	3	[12 24  7  3 23  1]	7	24
78	4	[12 24  7  3 23  1]	3	7
78	5	[12 24  7  3 23  1]	21	3
78	6	[12 24  7  3 23  1]	22	23
78	7	[12 24  7  3 23  1]	19	12
78	8	[12 24  7  3 23  1]	11	7
78	9	[12 24  7  3 23  1]	2	7
78	10	[12 24  7  3 23  1]	20	3
79	1	[ 4 20  2  1 14 24]	1	2
79	2	[ 4 20  2  1 14 24]	15	1
79	3	[ 4 20  2  1 14 24]	5	2
79	4	[ 4 20  2  1 14 24]	2	24
79	5	[ 4 20  2  1 14 24]	18	20
79	6	[ 4 20  2  1 14 24]	22	14
79	7	[ 4 20  2  1 14 24]	16	20
79	8	[ 4 20  2  1 14 24]	15	1
79	9	[ 4 20  2  1 14 24]	9	2
79	10	[ 4 20  2  1 14 24]	8	20
80	1	[23 18 16 22  5 14]	19	22
80	2	[23 18 16 22  5 14]	18	16
80	3	[23 18 16 22  5 14]	13	23
80	4	[23 18 16 22  5 14]	1	23
80	5	[23 18 16 22  5 14]	24	14
80	6	[23 18 16 22  5 14]	22	5
80	7	[23 18 16 22  5 14]	6	5
80	8	[23 18 16 22  5 14]	16	18
80	9	[23 18 16 22  5 14]	19	22
80	10	[23 18 16 22  5 14]	2	23
81	1	[23  7 14 17 20 19]	23	20
81	2	[23  7 14 17 20 19]	8	23
81	3	[23  7 14 17 20 19]	24	20
81	4	[23  7 14 17 20 19]	22	23
81	5	[23  7 14 17 20 19]	7	17
81	6	[23  7 14 17 20 19]	22	23
81	7	[23  7 14 17 20 19]	1	17
81	8	[23  7 14 17 20 19]	6	7
81	9	[23  7 14 17 20 19]	0	17
81	10	[23  7 14 17 20 19]	20	7
82	1	[17  5  2  0  1 18]	2	18
82	2	[17  5  2  0  1 18]	22	5
82	3	[17  5  2  0  1 18]	0	5
82	4	[17  5  2  0  1 18]	4	1
82	5	[17  5  2  0  1 18]	24	1
82	6	[17  5  2  0  1 18]	11	1
82	7	[17  5  2  0  1 18]	7	5
82	8	[17  5  2  0  1 18]	3	18
82	9	[17  5  2  0  1 18]	20	18
82	10	[17  5  2  0  1 18]	13	0
83	1	[17  1 11 14 24 22]	16	1
83	2	[17  1 11 14 24 22]	22	11
83	3	[17  1 11 14 24 22]	8	22
83	4	[17  1 11 14 24 22]	2	11
83	5	[17  1 11 14 24 22]	11	14
83	6	[17  1 11 14 24 22]	11	24
83	7	[17  1 11 14 24 22]	6	17
83	8	[17  1 11 14 24 22]	20	11
83	9	[17  1 11 14 24 22]	24	11
83	10	[17  1 11 14 24 22]	24	11
84	1	[ 2 11  3  0 14 13]	2	0
84	2	[ 2 11  3  0 14 13]	19	2
84	3	[ 2 11  3  0 14 13]	2	14
84	4	[ 2 11  3  0 14 13]	18	11
84	5	[ 2 11  3  0 14 13]	2	13
84	6	[ 2 11  3  0 14 13]	5	11
84	7	[ 2 11  3  0 14 13]	10	11
84	8	[ 2 11  3  0 14 13]	8	2
84	9	[ 2 11  3  0 14 13]	15	0
84	10	[ 2 11  3  0 14 13]	23	14
85	1	[ 2 18 19  3  7  0]	1	2
85	2	[ 2 18 19  3  7  0]	2	3
85	3	[ 2 18 19  3  7  0]	13	2
85	4	[ 2 18 19  3  7  0]	0	18
85	5	[ 2 18 19  3  7  0]	14	19
85	6	[ 2 18 19  3  7  0]	13	2
85	7	[ 2 18 19  3  7  0]	8	7
85	8	[ 2 18 19  3  7  0]	23	7
85	9	[ 2 18 19  3  7  0]	1	0
85	10	[ 2 18 19  3  7  0]	13	19
86	1	[ 9  2 22 12 14 24]	19	22
86	2	[ 9  2 22 12 14 24]	7	9
86	3	[ 9  2 22 12 14 24]	9	12
86	4	[ 9  2 22 12 14 24]	20	9
86	5	[ 9  2 22 12 14 24]	5	2
86	6	[ 9  2 22 12 14 24]	8	14
86	7	[ 9  2 22 12 14 24]	7	22
86	8	[ 9  2 22 12 14 24]	4	24
86	9	[ 9  2 22 12 14 24]	12	9
86	10	[ 9  2 22 12 14 24]	20	24
87	1	[ 4 13 19 22 20 18]	13	20
87	2	[ 4 13 19 22 20 18]	5	22
87	3	[ 4 13 19 22 20 18]	17	4
87	4	[ 4 13 19 22 20 18]	15	22
87	5	[ 4 13 19 22 20 18]	12	18
87	6	[ 4 13 19 22 20 18]	19	18
87	7	[ 4 13 19 22 20 18]	3	18
87	8	[ 4 13 19 22 20 18]	13	18
87	9	[ 4 13 19 22 20 18]	24	22
87	10	[ 4 13 19 22 20 18]	0	4
88	1	[17  9 18 12 23 20]	1	9
88	2	[17  9 18 12 23 20]	6	23
88	3	[17  9 18 12 23 20]	8	17
88	4	[17  9 18 12 23 20]	23	12
88	5	[17  9 18 12 23 20]	6	17
88	6	[17  9 18 12 23 20]	7	17
88	7	[17  9 18 12 23 20]	9	18
88	8	[17  9 18 12 23 20]	19	18
88	9	[17  9 18 12 23 20]	6	12
88	10	[17  9 18 12 23 20]	21	17
89	1	[16 20 21  2  3  5]	17	3
89	2	[16 20 21  2  3  5]	19	16
89	3	[16 20 21  2  3  5]	5	2
89	4	[16 20 21  2  3  5]	22	21
89	5	[16 20 21  2  3  5]	0	5
89	6	[16 20 21  2  3  5]	10	20
89	7	[16 20 21  2  3  5]	0	16
89	8	[16 20 21  2  3  5]	16	3
89	9	[16 20 21  2  3  5]	7	20
89	10	[16 20 21  2  3  5]	17	20
90	1	[21  3  6  7 10  0]	23	3
90	2	[21  3  6  7 10  0]	23	10
90	3	[21  3  6  7 10  0]	7	3
90	4	[21  3  6  7 10  0]	24	10
90	5	[21  3  6  7 10  0]	8	6
90	6	[21  3  6  7 10  0]	24	7
90	7	[21  3  6  7 10  0]	5	0
90	8	[21  3  6  7 10  0]	16	0
90	9	[21  3  6  7 10  0]	20	21
90	10	[21  3  6  7 10  0]	22	10
91	1	[ 6 21  4  0  8 16]	9	4
91	2	[ 6 21  4  0  8 16]	10	4
91	3	[ 6 21  4  0  8 16]	21	0
91	4	[ 6 21  4  0  8 16]	13	4
91	5	[ 6 21  4  0  8 16]	0	21
91	6	[ 6 21  4  0  8 16]	24	6
91	7	[ 6 21  4  0  8 16]	22	8
91	8	[ 6 21  4  0  8 16]	20	21
91	9	[ 6 21  4  0  8 16]	11	21
91	10	[ 6 21  4  0  8 16]	3	0
92	1	[24 19 10 11 15 16]	22	19
92	2	[24 19 10 11 15 16]	19	10
92	3	[24 19 10 11 15 16]	6	16
92	4	[24 19 10 11 15 16]	0	11
92	5	[24 19 10 11 15 16]	22	15
92	6	[24 19 10 11 15 16]	21	16
92	7	[24 19 10 11 15 16]	22	15
92	8	[24 19 10 11 15 16]	8	15
92	9	[24 19 10 11 15 16]	10	16
92	10	[24 19 10 11 15 16]	13	19
93	1	[15 11 13 10  8 18]	6	15
93	2	[15 11 13 10  8 18]	17	10
93	3	[15 11 13 10  8 18]	20	18
93	4	[15 11 13 10  8 18]	4	10
93	5	[15 11 13 10  8 18]	5	13
93	6	[15 11 13 10  8 18]	17	11
93	7	[15 11 13 10  8 18]	9	13
93	8	[15 11 13 10  8 18]	11	8
93	9	[15 11 13 10  8 18]	19	8
93	10	[15 11 13 10  8 18]	2	11
94	1	[21  7  3 20 23 17]	15	21
94	2	[21  7  3 20 23 17]	13	7
94	3	[21  7  3 20 23 17]	15	7
94	4	[21  7  3 20 23 17]	19	21
94	5	[21  7  3 20 23 17]	6	20
94	6	[21  7  3 20 23 17]	5	23
94	7	[21  7  3 20 23 17]	13	21
94	8	[21  7  3 20 23 17]	19	7
94	9	[21  7  3 20 23 17]	12	20
94	10	[21  7  3 20 23 17]	1	21
95	1	[21 17 12  8 18  5]	9	12
95	2	[21 17 12  8 18  5]	2	8
95	3	[21 17 12  8 18  5]	15	18
95	4	[21 17 12  8 18  5]	8	5
95	5	[21 17 12  8 18  5]	14	18
95	6	[21 17 12  8 18  5]	4	18
95	7	[21 17 12  8 18  5]	7	12
95	8	[21 17 12  8 18  5]	12	17
95	9	[21 17 12  8 18  5]	18	21
95	10	[21 17 12  8 18  5]	12	21
96	1	[15  9 22 19 17 12]	24	19
96	2	[15  9 22 19 17 12]	2	12
96	3	[15  9 22 19 17 12]	18	12
96	4	[15  9 22 19 17 12]	3	19
96	5	[15  9 22 19 17 12]	1	15
96	6	[15  9 22 19 17 12]	23	19
96	7	[15  9 22 19 17 12]	4	15
96	8	[15  9 22 19 17 12]	17	15
96	9	[15  9 22 19 17 12]	16	9
96	10	[15  9 22 19 17 12]	19	9
97	1	[ 3 11  6 17 15  9]	14	3
97	2	[ 3 11  6 17 15  9]	1	17
97	3	[ 3 11  6 17 15  9]	17	15
97	4	[ 3 11  6 17 15  9]	8	15
97	5	[ 3 11  6 17 15  9]	16	3
97	6	[ 3 11  6 17 15  9]	4	6
97	7	[ 3 11  6 17 15  9]	3	9
97	8	[ 3 11  6 17 15  9]	14	15
97	9	[ 3 11  6 17 15  9]	3	6
97	10	[ 3 11  6 17 15  9]	8	17
98	1	[ 9 22  3  0  5 13]	9	0
98	2	[ 9 22  3  0  5 13]	3	5
98	3	[ 9 22  3  0  5 13]	10	5
98	4	[ 9 22  3  0  5 13]	22	9
98	5	[ 9 22  3  0  5 13]	9	3
98	6	[ 9 22  3  0  5 13]	20	13
98	7	[ 9 22  3  0  5 13]	9	22
98	8	[ 9 22  3  0  5 13]	7	5
98	9	[ 9 22  3  0  5 13]	22	0
98	10	[ 9 22  3  0  5 13]	5	3
99	1	[22  5  2 13  0 10]	15	13
99	2	[22  5  2 13  0 10]	3	2
99	3	[22  5  2 13  0 10]	8	5
99	4	[22  5  2 13  0 10]	14	10
99	5	[22  5  2 13  0 10]	13	10
99	6	[22  5  2 13  0 10]	7	5
99	7	[22  5  2 13  0 10]	4	5
99	8	[22  5  2 13  0 10]	24	22
99	9	[22  5  2 13  0 10]	7	0
99	10	[22  5  2 13  0 10]	7	2
