block	round	hides	s1	s3
61	8	[21 19 18  6 22 23]	4	21
61	9	[21 19 18  6 22 23]	19	18
61	10	[21 19 18  6 22 23]	3	21
62	1	[23  5 20  8 14  1]	16	8
62	2	[23  5 20  8 14  1]	4	14
62	3	[23  5 20  8 14  1]	10	14
62	4	[23  5 20  8 14  1]	22	5
62	5	[23  5 20  8 14  1]	16	1
62	6	[23  5 20  8 14  1]	24	20
62	7	[23  5 20  8 14  1]	22	20
62	8	[23  5 20  8 14  1]	15	23
62	9	[23  5 20  8 14  1]	22	20
62	10	[23  5 20  8 14  1]	17	5
63	1	[20  9 12 15 16 13]	23	15
63	2	[20  9 12 15 16 13]	22	15
63	3	[20  9 12 15 16 13]	3	15
63	4	[20  9 12 15 16 13]	20	16
63	5	[20  9 12 15 16 13]	14	16
63	6	[20  9 12 15 16 13]	23	13
63	7	[20  9 12 15 16 13]	22	16
63	8	[20  9 12 15 16 13]	21	13
63	9	[20  9 12 15 16 13]	8	16
63	10	[20  9 12 15 16 13]	10	12
64	1	[ 0 21 14 20  9  7]	6	7
64	2	[ 0 21 14 20  9  7]	11	20
64	3	[ 0 21 14 20  9  7]	21	20
64	4	[ 0 21 14 20  9  7]	1	0
64	5	[ 0 21 14 20  9  7]	19	7
64	6	[ 0 21 14 20  9  7]	10	7
64	7	[ 0 21 14 20  9  7]	15	7
64	8	[ 0 21 14 20  9  7]	2	20
64	9	[ 0 21 14 20  9  7]	23	21
64	10	[ 0 21 14 20  9  7]	22	20
65	1	[ 9 17 15 10 22 19]	15	10
65	2	[ 9 17 15 10 22 19]	23	19
65	3	[ 9 17 15 10 22 19]	3	17
65	4	[ 9 17 15 10 22 19]	13	15
65	5	[ 9 17 15 10 22 19]	13	22
65	6	[ 9 17 15 10 22 19]	20	19
65	7	[ 9 17 15 10 22 19]	17	22
65	8	[ 9 17 15 10 22 19]	23	9
65	9	[ 9 17 15 10 22 19]	11	22
65	10	[ 9 17 15 10 22 19]	13	17
66	1	[ 3  2  4  9 23  6]	9	3
66	2	[ 3  2  4  9 23  6]	24	4
66	3	[ 3  2  4  9 23  6]	6	4
66	4	[ 3  2  4  9 23  6]	21	23
66	5	[ 3  2  4  9 23  6]	18	6
66	6	[ 3  2  4  9 23  6]	18	23
66	7	[ 3  2  4  9 23  6]	13	3
66	8	[ 3  2  4  9 23  6]	4	6
66	9	[ 3  2  4  9 23  6]	23	9
66	10	[ 3  2  4  9 23  6]	21	2
67	1	[23  5 18 22 21 11]	0	11
67	2	[23  5 18 22 21 11]	6	21
67	3	[23  5 18 22 21 11]	12	22
67	4	[23  5 18 22 21 11]	0	23
67	5	[23  5 18 22 21 11]	1	23
67	6	[23  5 18 22 21 11]	16	21
67	7	[23  5 18 22 21 11]	22	11
67	8	[23  5 18 22 21 11]	8	18
67	9	[23  5 18 22 21 11]	2	18
67	10	[23  5 18 22 21 11]	12	22
68	1	[21  4 16 13 23  6]	13	16
68	2	[21  4 16 13 23  6]	0	21
68	3	[21  4 16 13 23  6]	2	4
68	4	[21  4 16 13 23  6]	2	23
68	5	[21  4 16 13 23  6]	5	4
68	6	[21  4 16 13 23  6]	9	21
68	7	[21  4 16 13 23  6]	6	21
68	8	[21  4 16 13 23  6]	4	6
68	9	[21  4 16 13 23  6]	14	4
68	10	[21  4 16 13 23  6]	23	6
69	1	[ 5  3 24 10  9 15]	11	15
69	2	[ 5  3 24 10  9 15]	14	24
69	3	[ 5  3 24 10  9 15]	13	5
69	4	[ 5  3 24 10  9 15]	16	9
69	5	[ 5  3 24 10  9 15]	0	10
69	6	[ 5  3 24 10  9 15]	11	5
69	7	[ 5  3 24 10  9 15]	9	5
69	8	[ 5  3 24 10  9 15]	11	9
69	9	[ 5  3 24 10  9 15]	6	24
69	10	[ 5  3 24 10  9 15]	16	5
70	1	[21 15 20  9 19  4]	3	9
70	2	[21 15 20  9 19  4]	11	9
70	3	[21 15 20  9 19  4]	22	20
70	4	[21 15 20  9 19  4]	21	15
70	5	[21 15 20  9 19  4]	12	21
70	6	[21 15 20  9 19  4]	14	20
70	7	[21 15 20  9 19  4]	14	9
70	8	[21 15 20  9 19  4]	6	4
70	9	[21 15 20  9 19  4]	3	19
70	10	[21 15 20  9 19  4]	12	19
71	1	[18  7 16 10  9  4]	20	7
71	2	[18  7 16 10  9  4]	5	7
71	3	[18  7 16 10  9  4]	22	7
71	4	[18  7 16 10  9  4]	13	7
71	5	[18  7 16 10  9  4]	13	18
71	6	[18  7 16 10  9  4]	16	7
71	7	[18  7 16 10  9  4]	14	7
71	8	[18  7 16 10  9  4]	14	16
71	9	[18  7 16 10  9  4]	1	10
71	10	[18  7 16 10  9  4]	1	7
72	1	[ 3  4  1 11 19 24]	7	11
72	2	[ 3  4  1 11 19 24]	9	1
72	3	[ 3  4  1 11 19 24]	16	1
72	4	[ 3  4  1 11 19 24]	3	19
72	5	[ 3  4  1 11 19 24]	2	24
72	6	[ 3  4  1 11 19 24]	11	24
72	7	[ 3  4  1 11 19 24]	5	4
72	8	[ 3  4  1 11 19 24]	11	1
72	9	[ 3  4  1 11 19 24]	3	4
72	10	[ 3  4  1 11 19 24]	13	1
73	1	[ 1 23  3 16  0  5]	24	3
73	2	[ 1 23  3 16  0  5]	10	5
73	3	[ 1 23  3 16  0  5]	3	23
73	4	[ 1 23  3 16  0  5]	17	3
73	5	[ 1 23  3 16  0  5]	23	3
73	6	[ 1 23  3 16  0  5]	12	16
73	7	[ 1 23  3 16  0  5]	2	0
73	8	[ 1 23  3 16  0  5]	1	16
73	9	[ 1 23  3 16  0  5]	13	1
73	10	[ 1 23  3 16  0  5]	8	5
74	1	[ 5  6 24 13  0  3]	21	24
74	2	[ 5  6 24 13  0  3]	8	24
74	3	[ 5  6 24 13  0  3]	12	13
74	4	[ 5  6 24 13  0  3]	9	13
74	5	[ 5  6 24 13  0  3]	1	3
74	6	[ 5  6 24 13  0  3]	6	13
74	7	[ 5  6 24 13  0  3]	20	13
74	8	[ 5  6 24 13  0  3]	2	5
74	9	[ 5  6 24 13  0  3]	1	24
74	10	[ 5  6 24 13  0  3]	15	24
75	1	[ 3 15  8  5 11 23]	12	11
75	2	[ 3 15  8  5 11 23]	5	15
75	3	[ 3 15  8  5 11 23]	14	3
75	4	[ 3 15  8  5 11 23]	0	15
75	5	[ 3 15  8  5 11 23]	23	8
75	6	[ 3 15  8  5 11 23]	5	23
75	7	[ 3 15  8  5 11 23]	22	3
75	8	[ 3 15  8  5 11 23]	19	3
75	9	[ 3 15  8  5 11 23]	1	11
75	10	[ 3 15  8  5 11 23]	14	8
76	1	[ 4 16  7  5 22 12]	14	22
76	2	[ 4 16  7  5 22 12]	24	7
76	3	[ 4 16  7  5 22 12]	15	16
76	4	[ 4 16  7  5 22 12]	16	12
76	5	[ 4 16  7  5 22 12]	20	22
76	6	[ 4 16  7  5 22 12]	11	16
76	7	[ 4 16  7  5 22 12]	21	4
76	8	[ 4 16  7  5 22 12]	10	12
76	9	[ 4 16  7  5 22 12]	15	16
76	10	[ 4 16  7  5 22 12]	19	22
77	1	[ 7  8 15  6 22 13]	15	7
77	2	[ 7  8 15  6 22 13]	2	15
77	3	[ 7  8 15  6 22 13]	14	13
77	4	[ 7  8 15  6 22 13]	18	8
77	5	[ 7  8 15  6 22 13]	19	8
77	6	[ 7  8 15  6 22 13]	2	8
77	7	[ 7  8 15  6 22 13]	21	15
77	8	[ 7  8 15  6 22 13]	8	13
77	9	[ 7  8 15  6 22 13]	4	6
77	10	[ 7  8 15  6 22 13]	22	13
78	1	[ 7 24 20  5  1 18]	9	18
78	2	[ 7 24 20  5  1 18]	16	24
78	3	[ 7 24 20  5  1 18]	15	5
78	4	[ 7 24 20  5  1 18]	20	18
78	5	[ 7 24 20  5  1 18]	21	20
78	6	[ 7 24 20  5  1 18]	3	18
78	7	[ 7 24 20  5  1 18]	1	24
78	8	[ 7 24 20  5  1 18]	3	18
78	9	[ 7 24 20  5  1 18]	23	7
78	10	[ 7 24 20  5  1 18]	1	24
79	1	[21 23  2  7  8 10]	2	10
79	2	[21 23  2  7  8 10]	3	2
79	3	[21 23  2  7  8 10]	21	7
79	4	[21 23  2  7  8 10]	8	2
79	5	[21 23  2  7  8 10]	5	2
79	6	[21 23  2  7  8 10]	7	23
79	7	[21 23  2  7  8 10]	1	21
79	8	[21 23  2  7  8 10]	13	10
79	9	[21 23  2  7  8 10]	12	7
79	10	[21 23  2  7  8 10]	1	10
80	1	[ 2  6 19  9  7 11]	16	19
80	2	[ 2  6 19  9  7 11]	11	9
80	3	[ 2  6 19  9  7 11]	9	11
80	4	[ 2  6 19  9  7 11]	6	2
80	5	[ 2  6 19  9  7 11]	16	7
80	6	[ 2  6 19  9  7 11]	3	7
80	7	[ 2  6 19  9  7 11]	17	9
80	8	[ 2  6 19  9  7 11]	17	9
80	9	[ 2  6 19  9  7 11]	5	6
80	10	[ 2  6 19  9  7 11]	22	7
81	1	[14 20  1  8 18 17]	9	8
81	2	[14 20  1  8 18 17]	11	14
81	3	[14 20  1  8 18 17]	20	8
81	4	[14 20  1  8 18 17]	1	20
81	5	[14 20  1  8 18 17]	22	18
81	6	[14 20  1  8 18 17]	16	20
81	7	[14 20  1  8 18 17]	15	8
81	8	[14 20  1  8 18 17]	17	20
81	9	[14 20  1  8 18 17]	16	20
81	10	[14 20  1  8 18 17]	7	17
82	1	[21  3 13  6 20 11]	9	3
82	2	[21  3 13  6 20 11]	23	21
82	3	[21  3 13  6 20 11]	1	6
82	4	[21  3 13  6 20 11]	14	21
82	5	[21  3 13  6 20 11]	11	3
82	6	[21  3 13  6 20 11]	17	6
82	7	[21  3 13  6 20 11]	1	20
82	8	[21  3 13  6 20 11]	4	6
82	9	[21  3 13  6 20 11]	22	21
82	10	[21  3 13  6 20 11]	19	3
83	1	[15 17  4 22  1  9]	4	17
83	2	[15 17  4 22  1  9]	3	9
83	3	[15 17  4 22  1  9]	11	17
83	4	[15 17  4 22  1  9]	4	17
83	5	[15 17  4 22  1  9]	22	4
83	6	[15 17  4 22  1  9]	3	1
83	7	[15 17  4 22  1  9]	2	17
83	8	[15 17  4 22  1  9]	20	17
83	9	[15 17  4 22  1  9]	6	4
83	10	[15 17  4 22  1  9]	18	1
84	1	[15  5 21 24 19 23]	5	23
84	2	[15  5 21 24 19 23]	3	21
84	3	[15  5 21 24 19 23]	12	24
84	4	[15  5 21 24 19 23]	10	24
84	5	[15  5 21 24 19 23]	24	19
84	6	[15  5 21 24 19 23]	0	15
84	7	[15  5 21 24 19 23]	18	23
84	8	[15  5 21 24 19 23]	16	21
84	9	[15  5 21 24 19 23]	24	5
84	10	[15  5 21 24 19 23]	23	5
85	1	[20  5  8 24 21  3]	21	24
85	2	[20  5  8 24 21  3]	23	3
85	3	[20  5  8 24 21  3]	20	8
85	4	[20  5  8 24 21  3]	23	5
85	5	[20  5  8 24 21  3]	3	8
85	6	[20  5  8 24 21  3]	17	20
85	7	[20  5  8 24 21  3]	6	20
85	8	[20  5  8 24 21  3]	18	3
85	9	[20  5  8 24 21  3]	2	3
85	10	[20  5  8 24 21  3]	1	5
86	1	[ 0 16 21  9 11  6]	15	0
86	2	[ 0 16 21  9 11  6]	16	0
86	3	[ 0 16 21  9 11  6]	13	6
86	4	[ 0 16 21  9 11  6]	23	6
86	5	[ 0 16 21  9 11  6]	23	21
86	6	[ 0 16 21  9 11  6]	22	6
86	7	[ 0 16 21  9 11  6]	16	9
86	8	[ 0 16 21  9 11  6]	2	21
86	9	[ 0 16 21  9 11  6]	15	21
86	10	[ 0 16 21  9 11  6]	3	16
87	1	[16 15 19 12 22 10]	4	22
87	2	[16 15 19 12 22 10]	5	19
87	3	[16 15 19 12 22 10]	10	16
87	4	[16 15 19 12 22 10]	20	10
87	5	[16 15 19 12 22 10]	18	10
87	6	[16 15 19 12 22 10]	12	19
87	7	[16 15 19 12 22 10]	19	22
87	8	[16 15 19 12 22 10]	19	10
87	9	[16 15 19 12 22 10]	8	16
87	10	[16 15 19 12 22 10]	18	10
88	1	[ 1  3 14 21 10  0]	17	10
88	2	[ 1  3 14 21 10  0]	5	14
88	3	[ 1  3 14 21 10  0]	10	1
88	4	[ 1  3 14 21 10  0]	5	0
88	5	[ 1  3 14 21 10  0]	16	10
88	6	[ 1  3 14 21 10  0]	18	1
88	7	[ 1  3 14 21 10  0]	9	14
88	8	[ 1  3 14 21 10  0]	10	21
88	9	[ 1  3 14 21 10  0]	16	14
88	10	[ 1  3 14 21 10  0]	12	10
89	1	[ 8 23 13 24 20 16]	21	8
89	2	[ 8 23 13 24 20 16]	12	20
89	3	[ 8 23 13 24 20 16]	13	16
89	4	[ 8 23 13 24 20 16]	1	16
89	5	[ 8 23 13 24 20 16]	10	13
89	6	[ 8 23 13 24 20 16]	19	24
89	7	[ 8 23 13 24 20 16]	4	8
89	8	[ 8 23 13 24 20 16]	11	23
89	9	[ 8 23 13 24 20 16]	17	8
89	10	[ 8 23 13 24 20 16]	1	23
90	1	[21 14  9 11  5  7]	3	7
90	2	[21 14  9 11  5  7]	16	7
90	3	[21 14  9 11  5  7]	23	14
90	4	[21 14  9 11  5  7]	17	5
90	5	[21 14  9 11  5  7]	12	9
90	6	[21 14  9 11  5  7]	6	14
90	7	[21 14  9 11  5  7]	20	9
90	8	[21 14  9 11  5  7]	17	11
90	9	[21 14  9 11  5  7]	4	7
90	10	[21 14  9 11  5  7]	24	21
91	1	[ 5 21 23  3 13  8]	23	3
91	2	[ 5 21 23  3 13  8]	2	23
91	3	[ 5 21 23  3 13  8]	10	23
91	4	[ 5 21 23  3 13  8]	17	23
91	5	[ 5 21 23  3 13  8]	24	8
91	6	[ 5 21 23  3 13  8]	5	21
91	7	[ 5 21 23  3 13  8]	17	23
91	8	[ 5 21 23  3 13  8]	16	8
91	9	[ 5 21 23  3 13  8]	10	13
91	10	[ 5 21 23  3 13  8]	21	23
92	1	[10 14 19 21  0  6]	15	6
92	2	[10 14 19 21  0  6]	10	14
92	3	[10 14 19 21  0  6]	8	0
92	4	[10 14 19 21  0  6]	13	6
92	5	[10 14 19 21  0  6]	4	21
92	6	[10 14 19 21  0  6]	11	10
92	7	[10 14 19 21  0  6]	12	19
92	8	[10 14 19 21  0  6]	1	6
92	9	[10 14 19 21  0  6]	6	21
92	10	[10 14 19 21  0  6]	14	6
93	1	[14  0 21 12 20 16]	10	21
93	2	[14  0 21 12 20 16]	7	14
93	3	[14  0 21 12 20 16]	17	16
93	4	[14  0 21 12 20 16]	21	0
93	5	[14  0 21 12 20 16]	7	20
93	6	[14  0 21 12 20 16]	13	16
93	7	[14  0 21 12 20 16]	15	16
93	8	[14  0 21 12 20 16]	5	16
93	9	[14  0 21 12 20 16]	20	0
93	10	[14  0 21 12 20 16]	24	0
94	1	[ 1 19 24 12  3 11]	6	1
94	2	[ 1 19 24 12  3 11]	2	11
94	3	[ 1 19 24 12  3 11]	13	3
94	4	[ 1 19 24 12  3 11]	4	1
94	5	[ 1 19 24 12  3 11]	18	3
94	6	[ 1 19 24 12  3 11]	21	1
94	7	[ 1 19 24 12  3 11]	24	12
94	8	[ 1 19 24 12  3 11]	9	3
94	9	[ 1 19 24 12  3 11]	19	24
94	10	[ 1 19 24 12  3 11]	11	3
95	1	[ 5 15  6  0 24 20]	23	15
95	2	[ 5 15  6  0 24 20]	13	5
95	3	[ 5 15  6  0 24 20]	24	5
95	4	[ 5 15  6  0 24 20]	24	20
95	5	[ 5 15  6  0 24 20]	14	0
95	6	[ 5 15  6  0 24 20]	8	15
95	7	[ 5 15  6  0 24 20]	10	6
95	8	[ 5 15  6  0 24 20]	0	6
95	9	[ 5 15  6  0 24 20]	0	5
95	10	[ 5 15  6  0 24 20]	14	5
96	1	[24 16  0 12 11  9]	5	24
96	2	[24 16  0 12 11  9]	24	0
96	3	[24 16  0 12 11  9]	23	9
96	4	[24 16  0 12 11  9]	8	16
96	5	[24 16  0 12 11  9]	22	12
96	6	[24 16  0 12 11  9]	12	24
96	7	[24 16  0 12 11  9]	15	12
96	8	[24 16  0 12 11  9]	12	24
96	9	[24 16  0 12 11  9]	22	0
96	10	[24 16  0 12 11  9]	0	12
97	1	[10 19 23 17  2  4]	9	10
97	2	[10 19 23 17  2  4]	21	23
97	3	[10 19 23 17  2  4]	24	10
97	4	[10 19 23 17  2  4]	19	17
97	5	[10 19 23 17  2  4]	0	2
97	6	[10 19 23 17  2  4]	21	17
97	7	[10 19 23 17  2  4]	7	17
97	8	[10 19 23 17  2  4]	18	10
97	9	[10 19 23 17  2  4]	22	23
97	10	[10 19 23 17  2  4]	21	2
98	1	[ 3 24  8 19  1  2]	21	3
98	2	[ 3 24  8 19  1  2]	22	1
98	3	[ 3 24  8 19  1  2]	0	24
98	4	[ 3 24  8 19  1  2]	10	2
98	5	[ 3 24  8 19  1  2]	8	1
98	6	[ 3 24  8 19  1  2]	16	24
98	7	[ 3 24  8 19  1  2]	23	19
98	8	[ 3 24  8 19  1  2]	21	3
98	9	[ 3 24  8 19  1  2]	11	1
98	10	[ 3 24  8 19  1  2]	5	8
99	1	[21  2 14 12  4  3]	3	14
99	2	[21  2 14 12  4  3]	24	2
99	3	[21  2 14 12  4  3]	15	14
99	4	[21  2 14 12  4  3]	1	12
99	5	[21  2 14 12  4  3]	1	12
99	6	[21  2 14 12  4  3]	20	4
99	7	[21  2 14 12  4  3]	13	4
99	8	[21  2 14 12  4  3]	18	12
99	9	[21  2 14 12  4  3]	11	21
99	10	[21  2 14 12  4  3]	0	3
