	sub_id	agent	tau_gen	lambda_gen	interrupted	duration	n_tr	n_tr_b1	n_tr_b2	n_tr_b3	mean_tr_over_blocks	std_tr_over_blocks	n_tr_r1	n_tr_r2	n_tr_r3	n_tr_r4	n_tr_r5	n_tr_r6	n_tr_r7	n_tr_r8	n_tr_r9	n_tr_r10	n_val_actions	n_val_blocks	n_val_rounds	n_drills	p_drills	mean_drills	std_drills	n_steps	p_steps	n_drills_b1	n_drills_b2	n_drills_b3	mean_drills_b1	mean_drills_b2	mean_drills_b3	n_steps_b1	n_steps_b2	n_steps_b3	n_drills_r01	n_drills_r02	n_drills_r03	n_drills_r04	n_drills_r05	n_drills_r06	n_drills_r07	n_drills_r08	n_drills_r09	n_drills_r10	n_steps_r01	n_steps_r02	n_steps_r03	n_steps_r04	n_steps_r05	n_steps_r06	n_steps_r07	n_steps_r08	n_steps_r09	n_steps_r10	n_tr_giv_hides_0	n_tr_giv_hides_1	p_tr_giv_hides_0	p_tr_giv_hides_1	p_unv_if_drill	p_unv_if_step	p_visible_hide_giv_0.0_tr_disc	p_visible_hide_giv_1.0_tr_disc	n_tr_giv_hides_2	p_tr_giv_hides_2	n_tr_giv_hides_3	p_tr_giv_hides_3	n_tr_giv_hides_4	n_tr_giv_hides_5	p_tr_giv_hides_4	p_tr_giv_hides_5	n_tr_giv_hides_6	p_tr_giv_hides_6
303	A1_rep-1_tau-250_lambda-nan_part-47	A1	0.25	n/a	0	n/a	7.0	2.0	2.0	3.0	2.3333333333333335	0.4714045207910317	2.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	300	3	30	49	0.16333333333333333	0.16333333333333333	0.3696695220809467	251	0.8366666666666667	19	17	13	0.18627450980392157	0.16831683168316833	0.13402061855670103	83	84	84	5	4	5	5	8	9	7	4	2	0	11	23	20	31	28	27	29	20	26	36	3.0	1.0	0.05263157894736842	0.015384615384615385	1.4285714285714286	n/a	0.6470588235294118	0.2857142857142857	2.0	0.014492753623188406	1.0	0.025	n/a	n/a	n/a	n/a	n/a	n/a
304	A1_rep-1_tau-250_lambda-nan_part-48	A1	0.25	n/a	0	n/a	10.0	2.0	5.0	3.0	3.3333333333333335	1.247219128924647	1.0	0.0	0.0	0.0	3.0	2.0	0.0	1.0	1.0	2.0	306	3	30	55	0.17973856209150327	0.17973856209150327	0.38396954487144164	251	0.8202614379084967	19	17	19	0.16666666666666666	0.19767441860465115	0.1792452830188679	95	69	87	8	10	7	5	4	5	9	4	3	0	22	26	29	31	21	21	27	30	25	19	0.0	3.0	0.0	0.030927835051546393	1.4545454545454546	n/a	0.4642857142857143	0.4	2.0	0.022222222222222223	5.0	0.06756756756756757	n/a	n/a	n/a	n/a	n/a	n/a
305	A1_rep-1_tau-250_lambda-nan_part-49	A1	0.25	n/a	0	n/a	9.0	2.0	6.0	1.0	3.0	2.160246899469287	3.0	0.0	0.0	1.0	0.0	1.0	0.0	2.0	1.0	1.0	304	3	30	52	0.17105263157894737	0.17105263157894737	0.37655494792774175	252	0.8289473684210527	17	20	15	0.1588785046728972	0.22727272727272727	0.13761467889908258	90	68	94	5	6	4	7	10	4	7	4	5	0	16	30	32	24	26	23	29	17	28	27	3.0	1.0	0.0297029702970297	0.02	1.5192307692307692	n/a	0.046511627906976744	0.1111111111111111	4.0	0.039603960396039604	1.0	0.019230769230769232	n/a	n/a	n/a	n/a	n/a	n/a
306	A1_rep-1_tau-250_lambda-nan_part-5	A1	0.25	n/a	0	n/a	11.0	4.0	3.0	4.0	3.6666666666666665	0.4714045207910317	0.0	0.0	2.0	1.0	2.0	2.0	0.0	0.0	2.0	2.0	294	3	30	46	0.1564625850340136	0.1564625850340136	0.3632933312331616	248	0.8435374149659864	13	16	17	0.13131313131313133	0.16842105263157894	0.17	86	79	83	8	3	2	7	6	5	3	9	3	0	28	33	26	23	27	13	33	27	19	19	1.0	6.0	0.01818181818181818	0.03896103896103896	1.2826086956521738	n/a	0.45454545454545453	0.36363636363636365	4.0	0.047058823529411764	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
307	A1_rep-1_tau-250_lambda-nan_part-50	A1	0.25	n/a	0	n/a	10.0	4.0	4.0	2.0	3.3333333333333335	0.9428090415820634	2.0	1.0	0.0	1.0	0.0	2.0	1.0	1.0	1.0	1.0	290	3	30	41	0.1413793103448276	0.1413793103448276	0.3484124006852347	249	0.8586206896551725	15	11	15	0.15151515151515152	0.12359550561797752	0.14705882352941177	84	78	87	5	4	5	3	5	3	7	6	3	0	13	23	31	22	31	23	26	26	25	29	3.0	3.0	0.058823529411764705	0.02564102564102564	1.2439024390243902	n/a	0.075	0.2	3.0	0.03333333333333333	1.0	0.03125	n/a	n/a	n/a	n/a	n/a	n/a
308	A1_rep-1_tau-250_lambda-nan_part-6	A1	0.25	n/a	0	n/a	12.0	6.0	4.0	2.0	4.0	1.632993161855452	1.0	0.0	1.0	2.0	2.0	0.0	1.0	1.0	3.0	1.0	293	3	30	57	0.1945392491467577	0.1945392491467577	0.39584558818834076	236	0.8054607508532423	14	21	22	0.14583333333333334	0.23595505617977527	0.2037037037037037	82	68	86	8	8	5	5	1	11	6	8	5	0	19	28	20	20	28	25	27	21	12	36	4.0	1.0	0.08	0.011363636363636364	1.3157894736842106	n/a	0.2923076923076923	0.16666666666666666	4.0	0.043010752688172046	2.0	0.1	1.0	n/a	0.023809523809523808	n/a	n/a	n/a
309	A1_rep-1_tau-250_lambda-nan_part-7	A1	0.25	n/a	0	n/a	8.0	2.0	4.0	2.0	2.6666666666666665	0.9428090415820634	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	3.0	313	3	30	56	0.17891373801916932	0.17891373801916932	0.38328007040175904	257	0.8210862619808307	22	14	20	0.21359223300970873	0.15053763440860216	0.17094017094017094	81	79	97	4	10	3	10	8	8	3	7	3	0	26	26	33	26	28	18	24	29	33	14	2.0	1.0	0.023529411764705882	0.013157894736842105	1.4642857142857142	n/a	0.1951219512195122	0.125	4.0	0.038834951456310676	1.0	0.02040816326530612	n/a	n/a	n/a	n/a	n/a	n/a
310	A1_rep-1_tau-250_lambda-nan_part-8	A1	0.25	n/a	0	n/a	12.0	3.0	5.0	4.0	4.0	0.816496580927726	2.0	1.0	1.0	2.0	0.0	2.0	1.0	1.0	1.0	1.0	291	3	30	44	0.15120274914089346	0.15120274914089346	0.3582463925751793	247	0.8487972508591065	15	16	13	0.14705882352941177	0.18823529411764706	0.125	87	69	91	4	5	5	2	4	12	5	3	4	0	20	24	20	17	32	22	24	28	24	36	1.0	6.0	0.014285714285714285	0.04477611940298507	1.4318181818181819	n/a	0.2222222222222222	0.25	3.0	0.04838709677419355	2.0	0.08	n/a	n/a	n/a	n/a	n/a	n/a
311	A1_rep-1_tau-250_lambda-nan_part-9	A1	0.25	n/a	0	n/a	10.0	4.0	4.0	2.0	3.3333333333333335	0.9428090415820634	1.0	0.0	1.0	1.0	1.0	2.0	1.0	1.0	0.0	2.0	281	3	30	42	0.1494661921708185	0.1494661921708185	0.35654740157344367	239	0.8505338078291815	14	13	15	0.16091954022988506	0.15294117647058825	0.13761467889908258	73	72	94	8	7	4	2	4	1	6	5	5	0	18	29	23	23	25	21	24	26	31	19	3.0	4.0	0.02097902097902098	0.0625	1.4047619047619047	n/a	0.3225806451612903	0.3	1.0	0.022727272727272728	1.0	0.125	1.0	n/a	0.045454545454545456	n/a	n/a	n/a
312	A1_rep-1_tau-275_lambda-nan_part-1	A1	0.275	n/a	0	n/a	8.0	2.0	4.0	2.0	2.6666666666666665	0.9428090415820634	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	325	3	30	49	0.15076923076923077	0.15076923076923077	0.35782379717185553	276	0.8492307692307692	14	17	18	0.1308411214953271	0.16346153846153846	0.15789473684210525	93	87	96	6	7	6	4	5	6	6	2	7	0	21	22	25	31	31	30	29	31	25	31	1.0	3.0	0.007874015748031496	0.057692307692307696	1.2857142857142858	n/a	0.3018867924528302	0.25	1.0	0.0125	3.0	0.045454545454545456	n/a	n/a	n/a	n/a	n/a	n/a
313	A1_rep-1_tau-275_lambda-nan_part-10	A1	0.275	n/a	0	n/a	9.0	1.0	6.0	2.0	3.0	2.160246899469287	0.0	0.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	297	3	30	51	0.1717171717171717	0.1717171717171717	0.3771344384362519	246	0.8282828282828283	22	11	18	0.19298245614035087	0.1527777777777778	0.16216216216216217	92	61	93	7	11	4	9	5	4	4	4	3	0	29	25	21	25	24	22	24	24	25	27	6.0	0.0	0.06976744186046512	0.0	1.4901960784313726	n/a	0.5	0.3333333333333333	2.0	0.02857142857142857	0.0	0.0	1.0	n/a	0.013513513513513514	n/a	n/a	n/a
314	A1_rep-1_tau-275_lambda-nan_part-11	A1	0.275	n/a	0	n/a	6.0	1.0	2.0	3.0	2.0	0.816496580927726	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	325	3	30	59	0.18153846153846154	0.18153846153846154	0.38546367989826225	266	0.8184615384615385	21	23	15	0.17647058823529413	0.22330097087378642	0.14563106796116504	98	80	88	10	5	3	6	7	2	10	8	8	0	21	24	28	30	29	26	25	28	28	27	0.0	6.0	0.0	0.024691358024691357	1.5254237288135593	n/a	0.1935483870967742	0.16666666666666666	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
315	A1_rep-1_tau-275_lambda-nan_part-12	A1	0.275	n/a	0	n/a	10.0	5.0	4.0	1.0	3.3333333333333335	1.699673171197595	1.0	0.0	0.0	2.0	2.0	2.0	0.0	1.0	0.0	2.0	312	3	30	59	0.1891025641025641	0.1891025641025641	0.391590071825627	253	0.8108974358974359	17	17	25	0.1619047619047619	0.17708333333333334	0.22522522522522523	88	79	86	6	10	10	5	3	5	8	4	8	0	20	26	26	23	29	20	28	30	28	23	1.0	7.0	0.012345679012345678	0.051094890510948905	1.4406779661016949	n/a	0.5	0.4	1.0	0.020833333333333332	0.0	0.0	1.0	n/a	0.024390243902439025	n/a	n/a	n/a
316	A1_rep-1_tau-275_lambda-nan_part-13	A1	0.275	n/a	0	n/a	10.0	3.0	4.0	3.0	3.3333333333333335	0.4714045207910317	2.0	0.0	1.0	2.0	0.0	1.0	0.0	1.0	2.0	1.0	283	3	30	48	0.1696113074204947	0.1696113074204947	0.3752909695364453	235	0.8303886925795053	15	20	13	0.15151515151515152	0.23255813953488372	0.1326530612244898	84	66	85	2	8	5	4	4	6	8	6	5	0	14	28	20	22	32	25	28	23	18	25	5.0	5.0	0.03571428571428571	0.03496503496503497	1.4375	n/a	0.21212121212121213	0.1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
317	A1_rep-1_tau-275_lambda-nan_part-14	A1	0.275	n/a	0	n/a	8.0	1.0	4.0	3.0	2.6666666666666665	1.247219128924647	0.0	0.0	2.0	1.0	0.0	1.0	0.0	1.0	2.0	1.0	308	3	30	49	0.1590909090909091	0.1590909090909091	0.3657608395325246	259	0.8409090909090909	20	17	12	0.1724137931034483	0.19101123595505617	0.11650485436893204	96	72	91	5	7	2	6	6	6	8	4	3	2	31	29	25	21	30	25	28	26	21	23	1.0	5.0	0.011904761904761904	0.034482758620689655	1.469387755102041	n/a	0.2222222222222222	0.25	2.0	0.031746031746031744	0.0	0.0	n/a	n/a	n/a	n/a	n/a	n/a
318	A1_rep-1_tau-275_lambda-nan_part-15	A1	0.275	n/a	0	n/a	4.0	2.0	2.0	0.0	1.3333333333333333	0.9428090415820634	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	332	3	30	51	0.1536144578313253	0.1536144578313253	0.36057877943178146	281	0.8463855421686747	21	14	16	0.1926605504587156	0.13592233009708737	0.13333333333333333	88	89	104	5	7	8	5	6	5	8	4	2	1	31	29	28	31	30	25	21	32	34	20	0.0	0.0	0.0	0.0	1.0784313725490196	n/a	0.75	0.5	3.0	0.015957446808510637	1.0	0.05	n/a	n/a	n/a	n/a	n/a	n/a
319	A1_rep-1_tau-275_lambda-nan_part-16	A1	0.275	n/a	0	n/a	10.0	1.0	6.0	3.0	3.3333333333333335	2.0548046676563256	0.0	0.0	2.0	1.0	2.0	2.0	0.0	2.0	0.0	1.0	302	3	30	60	0.1986754966887417	0.1986754966887417	0.39900318758654485	242	0.8013245033112583	23	17	20	0.19327731092436976	0.2236842105263158	0.18691588785046728	96	59	87	7	9	8	2	2	7	11	5	9	0	29	27	16	23	26	20	25	18	27	31	5.0	4.0	0.04065040650406504	0.038834951456310676	1.7833333333333334	n/a	0.2692307692307692	0.2	1.0	0.013157894736842105	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
320	A1_rep-1_tau-275_lambda-nan_part-17	A1	0.275	n/a	0	n/a	10.0	4.0	3.0	3.0	3.3333333333333335	0.4714045207910317	2.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	2.0	0.0	305	3	30	39	0.12786885245901639	0.12786885245901639	0.33394372135111433	266	0.8721311475409836	10	19	10	0.10309278350515463	0.18446601941747573	0.09523809523809523	87	84	95	4	5	7	6	1	3	5	4	4	0	15	29	27	23	35	25	27	27	22	36	5.0	2.0	0.047619047619047616	0.015748031496062992	1.1025641025641026	n/a	0.16363636363636364	0.2	3.0	0.0410958904109589	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
321	A1_rep-1_tau-275_lambda-nan_part-18	A1	0.275	n/a	0	n/a	10.0	2.0	5.0	3.0	3.3333333333333335	1.247219128924647	0.0	1.0	1.0	0.0	0.0	1.0	1.0	2.0	2.0	2.0	303	3	30	56	0.1848184818481848	0.1848184818481848	0.388150242323146	247	0.8151815181518152	20	15	21	0.17857142857142858	0.16304347826086957	0.21212121212121213	92	77	78	11	6	5	8	5	10	5	2	3	1	25	28	31	28	31	18	25	21	23	17	0.0	6.0	0.0	0.036585365853658534	1.4107142857142858	n/a	0.39622641509433965	0.5	1.0	0.014705882352941176	0.0	0.0	3.0	n/a	0.23076923076923078	n/a	n/a	n/a
322	A1_rep-1_tau-275_lambda-nan_part-19	A1	0.275	n/a	0	n/a	10.0	3.0	6.0	1.0	3.3333333333333335	2.0548046676563256	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	2.0	2.0	310	3	30	55	0.1774193548387097	0.1774193548387097	0.38202320265571005	255	0.8225806451612904	26	9	20	0.23636363636363636	0.10465116279069768	0.17543859649122806	84	77	94	6	3	8	6	8	6	6	6	6	0	30	30	26	21	28	22	26	29	16	27	0.0	1.0	0.0	0.02040816326530612	1.4545454545454546	n/a	0.2833333333333333	0.3	3.0	0.02654867256637168	4.0	0.044444444444444446	1.0	1.0	0.25	0.03225806451612903	n/a	n/a
323	A1_rep-1_tau-275_lambda-nan_part-2	A1	0.275	n/a	0	n/a	13.0	2.0	5.0	6.0	4.333333333333333	1.699673171197595	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	2.0	2.0	264	3	30	41	0.1553030303030303	0.1553030303030303	0.3621933172792209	223	0.8446969696969697	19	12	10	0.18269230769230768	0.1518987341772152	0.12345679012345678	85	67	71	4	6	8	1	7	7	1	4	3	0	21	28	17	25	22	26	26	24	14	20	7.0	3.0	0.051470588235294115	0.06666666666666667	1.048780487804878	n/a	0.1702127659574468	0.23076923076923078	3.0	0.03614457831325301	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
324	A1_rep-1_tau-275_lambda-nan_part-20	A1	0.275	n/a	0	n/a	5.0	1.0	2.0	2.0	1.6666666666666667	0.4714045207910317	1.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	328	3	30	61	0.18597560975609756	0.18597560975609756	0.3890869855597142	267	0.8140243902439024	22	17	22	0.19469026548672566	0.1574074074074074	0.205607476635514	91	91	85	2	4	9	4	6	13	5	11	7	0	27	23	27	24	30	23	31	25	21	36	2.0	3.0	0.02247191011235955	0.0196078431372549	1.6065573770491803	n/a	0.0	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	n/a	n/a	n/a
325	A1_rep-1_tau-275_lambda-nan_part-21	A1	0.275	n/a	0	n/a	13.0	4.0	3.0	6.0	4.333333333333333	1.247219128924647	2.0	1.0	1.0	3.0	1.0	1.0	0.0	2.0	0.0	2.0	302	3	30	55	0.18211920529801323	0.18211920529801323	0.38594274233315146	247	0.8178807947019867	18	17	20	0.17475728155339806	0.16831683168316833	0.20408163265306123	85	84	78	7	7	5	3	3	10	10	5	5	0	17	28	28	17	24	18	26	29	31	29	1.0	7.0	0.037037037037037035	0.056451612903225805	1.4	n/a	0.3411764705882353	0.38461538461538464	2.0	0.037037037037037035	3.0	0.030927835051546393	n/a	n/a	n/a	n/a	n/a	n/a
326	A1_rep-1_tau-275_lambda-nan_part-22	A1	0.275	n/a	0	n/a	11.0	1.0	7.0	3.0	3.6666666666666665	2.494438257849294	0.0	2.0	1.0	2.0	1.0	1.0	0.0	1.0	1.0	2.0	288	3	30	45	0.15625	0.15625	0.3630921887069453	243	0.84375	23	10	12	0.19491525423728814	0.15873015873015872	0.11214953271028037	95	53	95	9	9	5	3	5	2	3	5	4	0	27	25	20	16	29	26	33	25	22	20	2.0	7.0	0.020833333333333332	0.07777777777777778	1.4	n/a	0.30612244897959184	0.2727272727272727	2.0	0.029850746268656716	0.0	0.0	n/a	n/a	n/a	n/a	n/a	n/a
327	A1_rep-1_tau-275_lambda-nan_part-23	A1	0.275	n/a	0	n/a	8.0	3.0	2.0	3.0	2.6666666666666665	0.4714045207910317	2.0	0.0	1.0	2.0	0.0	0.0	1.0	1.0	0.0	1.0	315	3	30	64	0.20317460317460317	0.20317460317460317	0.4023613845779012	251	0.7968253968253968	20	26	18	0.19801980198019803	0.24074074074074073	0.16981132075471697	81	82	88	7	15	2	4	9	9	5	7	6	0	11	21	32	20	27	27	27	21	30	35	4.0	2.0	0.027777777777777776	0.023529411764705882	1.578125	n/a	0.06976744186046512	0.125	0.0	0.0	2.0	0.05128205128205128	n/a	n/a	n/a	n/a	n/a	n/a
328	A1_rep-1_tau-275_lambda-nan_part-24	A1	0.275	n/a	0	n/a	10.0	2.0	5.0	3.0	3.3333333333333335	1.247219128924647	1.0	1.0	2.0	1.0	0.0	1.0	1.0	1.0	0.0	2.0	288	3	30	43	0.14930555555555555	0.14930555555555555	0.35638940309134115	245	0.8506944444444444	21	11	11	0.20192307692307693	0.11827956989247312	0.12087912087912088	83	82	80	4	5	5	7	7	5	4	2	4	0	21	28	15	20	29	23	23	32	32	22	8.0	1.0	0.042105263157894736	0.019230769230769232	1.5348837209302326	n/a	0.0	0.0	1.0	0.05	0.0	0.0	n/a	n/a	n/a	n/a	n/a	n/a
329	A1_rep-1_tau-275_lambda-nan_part-25	A1	0.275	n/a	0	n/a	7.0	2.0	2.0	3.0	2.3333333333333335	0.4714045207910317	2.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	306	3	30	55	0.17973856209150327	0.17973856209150327	0.38396954487144164	251	0.8202614379084967	21	18	16	0.2079207920792079	0.17307692307692307	0.15841584158415842	80	86	85	2	5	7	6	6	8	10	8	3	0	12	31	23	19	30	28	26	28	33	21	2.0	2.0	0.030303030303030304	0.018018018018018018	1.3454545454545455	n/a	0.13043478260869565	0.14285714285714285	3.0	0.023255813953488372	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
330	A1_rep-1_tau-275_lambda-nan_part-26	A1	0.275	n/a	0	n/a	11.0	3.0	6.0	2.0	3.6666666666666665	1.699673171197595	2.0	2.0	1.0	2.0	0.0	1.0	2.0	0.0	1.0	0.0	293	3	30	33	0.11262798634812286	0.11262798634812286	0.3161375065367757	260	0.8873720136518771	13	13	7	0.13	0.14285714285714285	0.06862745098039216	87	78	95	5	1	5	1	3	5	6	4	3	0	9	30	27	17	33	30	23	32	23	36	3.0	7.0	0.07142857142857142	0.03804347826086957	0.8787878787878788	n/a	0.18518518518518517	0.09090909090909091	1.0	0.014925373134328358	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
331	A1_rep-1_tau-275_lambda-nan_part-27	A1	0.275	n/a	0	n/a	8.0	1.0	5.0	2.0	2.6666666666666665	1.699673171197595	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	311	3	30	51	0.1639871382636656	0.1639871382636656	0.37026390149156996	260	0.8360128617363344	21	12	18	0.18421052631578946	0.13186813186813187	0.16981132075471697	93	79	88	7	4	4	6	0	7	6	7	10	0	25	27	23	24	27	29	24	29	19	33	4.0	1.0	0.02631578947368421	0.014705882352941176	1.3137254901960784	n/a	0.0	0.0	1.0	0.03571428571428571	2.0	0.031746031746031744	n/a	n/a	n/a	n/a	n/a	n/a
332	A1_rep-1_tau-275_lambda-nan_part-28	A1	0.275	n/a	0	n/a	13.0	3.0	5.0	5.0	4.333333333333333	0.9428090415820634	2.0	2.0	2.0	1.0	1.0	1.0	0.0	2.0	1.0	1.0	285	3	30	52	0.1824561403508772	0.1824561403508772	0.38622001139135476	233	0.8175438596491228	17	14	21	0.1717171717171717	0.16091954022988506	0.21212121212121213	82	73	78	5	10	2	8	4	7	5	3	7	1	10	22	23	17	28	22	31	24	25	31	4.0	4.0	0.07142857142857142	0.031496062992125984	1.2307692307692308	n/a	0.22058823529411764	0.15384615384615385	4.0	0.08	0.0	0.0	1.0	n/a	0.022727272727272728	n/a	n/a	n/a
333	A1_rep-1_tau-275_lambda-nan_part-29	A1	0.275	n/a	0	n/a	10.0	4.0	2.0	4.0	3.3333333333333335	0.9428090415820634	2.0	0.0	2.0	1.0	1.0	1.0	0.0	1.0	0.0	2.0	308	3	30	59	0.19155844155844157	0.19155844155844157	0.3935273878984062	249	0.8084415584415584	19	19	21	0.18269230769230768	0.19	0.20192307692307693	85	81	83	3	6	4	8	7	6	8	7	10	0	12	30	21	27	29	25	28	25	26	26	4.0	3.0	0.02857142857142857	0.031578947368421054	1.3220338983050848	n/a	0.27586206896551724	0.2	3.0	0.08571428571428572	0.0	0.0	n/a	n/a	n/a	n/a	n/a	n/a
334	A1_rep-1_tau-275_lambda-nan_part-3	A1	0.275	n/a	0	n/a	11.0	3.0	3.0	5.0	3.6666666666666665	0.9428090415820634	1.0	1.0	2.0	2.0	2.0	0.0	1.0	0.0	1.0	1.0	301	3	30	49	0.16279069767441862	0.16279069767441862	0.3691746015438963	252	0.8372093023255814	17	18	14	0.1452991452991453	0.18181818181818182	0.16470588235294117	100	81	71	4	4	6	5	4	7	6	5	8	0	22	27	18	23	21	29	30	31	24	27	2.0	5.0	0.024691358024691357	0.09803921568627451	1.2857142857142858	n/a	0.1774193548387097	0.18181818181818182	2.0	0.01834862385321101	2.0	0.03333333333333333	n/a	n/a	n/a	n/a	n/a	n/a
335	A1_rep-1_tau-275_lambda-nan_part-30	A1	0.275	n/a	0	n/a	7.0	3.0	3.0	1.0	2.3333333333333335	0.9428090415820634	2.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	2.0	313	3	30	47	0.1501597444089457	0.1501597444089457	0.3572279322337292	266	0.8498402555910544	16	15	16	0.1568627450980392	0.14705882352941177	0.14678899082568808	86	87	93	3	8	10	7	4	6	5	2	2	0	11	25	26	29	32	27	31	34	30	21	3.0	0.0	0.036585365853658534	0.0	1.4042553191489362	n/a	0.5	0.42857142857142855	0.0	0.0	4.0	0.026143790849673203	n/a	n/a	n/a	n/a	n/a	n/a
336	A1_rep-1_tau-275_lambda-nan_part-31	A1	0.275	n/a	0	n/a	8.0	2.0	3.0	3.0	2.6666666666666665	0.4714045207910317	2.0	2.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	310	3	30	64	0.2064516129032258	0.2064516129032258	0.40475837784149993	246	0.7935483870967742	20	20	24	0.17857142857142858	0.21052631578947367	0.23300970873786409	92	75	79	11	4	6	5	9	6	2	10	11	0	20	16	30	25	27	25	34	19	25	25	1.0	3.0	0.037037037037037035	0.025423728813559324	1.546875	n/a	0.2631578947368421	0.375	1.0	0.041666666666666664	1.0	0.007874015748031496	1.0	1.0	0.3333333333333333	0.09090909090909091	n/a	n/a
337	A1_rep-1_tau-275_lambda-nan_part-32	A1	0.275	n/a	0	n/a	7.0	2.0	2.0	3.0	2.3333333333333335	0.4714045207910317	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	2.0	330	3	30	54	0.16363636363636364	0.16363636363636364	0.36994527180683284	276	0.8363636363636363	17	19	18	0.15454545454545454	0.1743119266055046	0.16216216216216217	93	90	93	8	4	7	2	10	9	3	6	5	0	22	32	29	23	23	27	33	30	30	27	3.0	1.0	0.02040816326530612	0.009523809523809525	1.4444444444444444	n/a	0.3617021276595745	0.2857142857142857	2.0	0.07407407407407407	0.0	0.0	1.0	n/a	0.045454545454545456	n/a	n/a	n/a
338	A1_rep-1_tau-275_lambda-nan_part-33	A1	0.275	n/a	0	n/a	6.0	2.0	2.0	2.0	2.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	2.0	0.0	0.0	1.0	314	3	30	46	0.1464968152866242	0.1464968152866242	0.3536035893447646	268	0.8535031847133758	18	16	12	0.16981132075471697	0.16326530612244897	0.10909090909090909	88	82	98	2	6	1	5	8	6	5	5	8	0	24	30	24	22	28	30	26	31	28	25	4.0	0.0	0.025	0.0	1.326086956521739	n/a	0.0	0.0	1.0	0.02857142857142857	1.0	0.018518518518518517	n/a	n/a	n/a	n/a	n/a	n/a
339	A1_rep-1_tau-275_lambda-nan_part-34	A1	0.275	n/a	0	n/a	6.0	1.0	2.0	3.0	2.0	0.816496580927726	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	2.0	323	3	30	67	0.20743034055727555	0.20743034055727555	0.4054663911763443	256	0.7925696594427245	22	26	19	0.18487394957983194	0.2549019607843137	0.18627450980392157	97	76	83	9	3	9	8	13	3	8	6	7	1	27	24	27	22	22	24	28	30	29	23	2.0	0.0	0.014388489208633094	0.0	1.373134328358209	n/a	0.3448275862068966	0.16666666666666666	3.0	0.043478260869565216	1.0	0.017241379310344827	n/a	n/a	n/a	n/a	n/a	n/a
340	A1_rep-1_tau-275_lambda-nan_part-35	A1	0.275	n/a	0	n/a	6.0	2.0	3.0	1.0	2.0	0.816496580927726	0.0	0.0	1.0	0.0	0.0	2.0	0.0	1.0	2.0	0.0	344	3	30	51	0.14825581395348839	0.14825581395348839	0.3553533840875545	293	0.8517441860465116	18	15	18	0.1565217391304348	0.13392857142857142	0.15384615384615385	97	97	99	6	8	9	6	4	5	6	4	3	0	30	28	24	30	32	27	30	32	24	36	0.0	2.0	0.0	0.012422360248447204	1.6470588235294117	n/a	0.5	0.5	4.0	0.03389830508474576	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
341	A1_rep-1_tau-275_lambda-nan_part-36	A1	0.275	n/a	0	n/a	6.0	1.0	2.0	3.0	2.0	0.816496580927726	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	2.0	334	3	30	48	0.1437125748502994	0.1437125748502994	0.3507980482844745	286	0.8562874251497006	17	19	12	0.14655172413793102	0.16666666666666666	0.11538461538461539	99	95	92	6	7	4	2	6	4	7	8	4	0	30	29	32	31	24	30	29	28	24	29	0.0	5.0	0.0	0.02252252252252252	1.1458333333333333	n/a	0.2	0.16666666666666666	1.0	0.02702702702702703	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
